,username,description,profileUrl,location,website
353,Ceo_Branding,"Author of FIRESTARTERS goo.gl/4VmHKo & Father of future Astrophysicist, CEO branding leader, top rank PR, brand, & lit agency. Pop culture brand analyst",https://twitter.com/Ceo_Branding,"Newark, DE",http://www.ascendantgroupbranding.com
354,VP45,"This is an archive of a Trump Administration account, maintained by the National Archives and Records Administration.",https://twitter.com/VP45,"Washington, D.C.",https://www.trumplibrary.gov/
355,CECCgov,The Congressional-Executive Commission on China was created to monitor human rights & rule of law in China & submit an annual report to the President & Congress,https://twitter.com/CECCgov,"Washington, DC",http://www.cecc.gov
356,BarbaraComstock,Baker Donelson • Barbara Comstock Program for Women in Leadership • ABC News •Former VA10 Rep. •FormerVA Delegate •Lawyer•Mom,https://twitter.com/BarbaraComstock,"McLean, VA",
357,tperkins,"President of @FRCdc. Host of Washington Watch. Former Chair @USCIRF. Married 36 years, grateful father of five. tonyperkins.com | frc.org",https://twitter.com/tperkins,"Washington, D.C.",http://www.tonyperkins.com
358,realDonaldTrump,45th President of the United States of America🇺🇸,https://twitter.com/realDonaldTrump,"Washington, DC",http://Vote.DonaldJTrump.com
359,CEXAlsobrooks,"County Executive for Prince George's County, Maryland. Working hard every day to make you #PrinceGeorgesProud!",https://twitter.com/CEXAlsobrooks,"Prince George's County, MD",https://www.princegeorgescountymd.gov/767/County-Executive
360,LeaderMcConnell,"U.S. Senate Republican Leader Mitch McConnell
Follow @McConnellPress & @SRCC",https://twitter.com/LeaderMcConnell,"Washington, DC",http://republicanleader.senate.gov
361,PattyMurray,"U.S. Senator, Washington state | President pro tempore of the Senate | @SenateApprops Chair | Working every day for WA families | she/her/hers",https://twitter.com/PattyMurray,WA & DC,http://murray.senate.gov/
362,GovLarryHogan,"62nd Governor of the State of Maryland. Husband, Dad, and Granddad.",https://twitter.com/GovLarryHogan,"Annapolis, MD",
363,ChrisCoons,"Father, husband, U.S. Senator from Delaware",https://twitter.com/ChrisCoons,"Wilmington, DE",http://coons.senate.gov
364,ssurovell,Dad ● Husband ● Senator ● Vice-Chair Dem Senate Caucus ● Trial Lawyer ● 46er (#10312) ● X-Country Cyclist ● Kilimanjaro Vet ● Jedi - Wields Purple Lightsaber,https://twitter.com/ssurovell,"Mt. Vernon, Virginia",http://www.scottsurovell.org
365,LeaderNonprofit,The Center for Social Leadership provides leadership conferences and training to nonprofit organizations. We also offer leadership training programs for youth.,https://twitter.com/LeaderNonprofit,Washington D.C.,http://www.socialleaders.org
366,eyespymp,Email tweet@eyespy.mp what you see an MP doing. Put your sighting in the subject line and it will be auto-tweeted. Crowd sourced gossip.,https://twitter.com/eyespymp,Westminster,http://eyespy.mp
367,RachaelMaskell,Rachael Maskell Labour & Co-operative MP for York Central. Campaigning for a fairer society. Email to raise anything: Rachael.Maskell.mp@parliament.uk,https://twitter.com/RachaelMaskell,York,http://www.RachaelMaskell.com
368,MPSarkawtShams,"Personal account,Fmr Iraqi MP, Iraq-US., Husband, Democracy, Governance. عضو مجلس النواب العراقي السابق . Virginia Tech Alumnus, opinion, tweets mine only.",https://twitter.com/MPSarkawtShams,"Washington, DC",https://www.atlanticcouncil.org/expert/sarkawt-shamsulddin/
369,SenJonKyl,United States Senator for Arizona and Assistant Senate Republican Leader,https://twitter.com/SenJonKyl,"Arizona, Washington, DC",http://kyl.senate.gov/
370,UntiedHawaii,"Youtuber & CEO of HiConnect Studios
bryson@hiconnect.us",https://twitter.com/UntiedHawaii,"Honolulu, HI",https://beacons.ai/untied
371,ReeceJonesUH,"Author of NOBODY IS PROTECTED, Professor and Chair of GEO @ UH-Mānoa, Editor-in-Chief @ Geopolitics, Views my own, mastodon.social/@reecejones",https://twitter.com/ReeceJonesUH,"Honolulu, HI",https://www.penguinrandomhouse.com/books/676268/white-borders-by-reece-jones/
372,OlenaHeu,"Multi-Award-Winning Journalist, Emmy® Nominated Food/Travel/Beauty/Wellness Writer, TV Host, Voice Over Actor and Creator @dabesthawaii",https://twitter.com/OlenaHeu,"Honolulu, Hawaii",http://www.olenaheu.com/
373,smarkowitz,"Social justice advocate & healthtech impact investor. Chairman, @goLifeDNA. Founding chairman & CEO @MyPoints, IPO peak value $2.5bn.",https://twitter.com/smarkowitz,"Honolulu, HI",http://www.stevemarkowitz.com
374,patrickwardle,Founder of the Objective-See Foundation  🛠️🍎,https://twitter.com/patrickwardle,"Maui, HI",https://objective-see.org
375,BeardyBrandon,"🏠Real estate investor: 7,500+ units
📚Author: 1M+ books sold
🎙️Podcaster: 100M+ downloads
🛐Jesus 🤘
🏢Founder @OpenDoorCapital
👇🏼Founder: BetterLife Tribe",https://twitter.com/BeardyBrandon,"Maui, HI",http://linktr.ee/beardybrandon
376,yunjid,💕Mom 📝📹📺 Journalist 👩🏻‍🎓Yale/UC Berkeley grad 🌉SF born 🤙🏼Big Island raised 🌟,https://twitter.com/yunjid,"Hawaii, USA",
377,mrjasperwong,Co-founder and artist for FOMO MOFO • Founder of Worldwide Walls (formerly POW! WOW!),https://twitter.com/mrjasperwong,"Honolulu, HAWAII",http://www.jasperwong.net
378,superamit,"Optimistic about the future! ✨ Sci-Fi writer, founder sudowrite.com (AI for writing) & Photojojo (sold 2014).",https://twitter.com/superamit,"Honolulu, HI",http://amitgupta.com
379,MeredithA,"Ex Editor in Chief + SVP CNN Digital, Ex ONA Board President, Ex LAT, IHT and NYT. Working on what’s next.",https://twitter.com/MeredithA,"Hawaii, USA",
380,CoachSheff_UH,Associate Head Coach/Special Teams Coordinator at the University of Hawaii. Leader/Founder of the #RideOrDie Culture!,https://twitter.com/CoachSheff_UH,"Honolulu, HI",
381,Nylons,"CEO: @Clockwork_Tweet. ♥ @family_equality.🏳️‍🌈 #KeynoteSpeaker. Author. Advocate. Rebel. (she/they) #BlackLivesMatter “We can be heroes, just for one day.”",https://twitter.com/Nylons,hi.,https://www.nancylyons.com/links
382,Swanepoel,Official account for Stefan Swanepoel. NYT & WSJ best-selling author | 55 books & reports | Executive chairman of T3 Sixty family of companies,https://twitter.com/Swanepoel,"Kauai, HI",http://www.t360.com
383,jrdorkin,"Founded BiggerPockets. Helped millions learn real estate. Focused on startups, angel investing, personal finance, health & happiness. Author. Podcaster.",https://twitter.com/jrdorkin,"Wailea, HI",http://www.joshuadorkin.com
384,GovHawaii,Office of the Governor of Hawai‘i,https://twitter.com/GovHawaii,"Honolulu, HI",http://governor.hawaii.gov
385,HawaiiNewsNow,Hawaii's News Leader for Breaking News and Severe Weather. #HINews,https://twitter.com/HawaiiNewsNow,"Honolulu, Hawaii",http://HawaiiNewsNow.com
386,burgess_shelley,"Ed leader, author, publisher, speaker, coach. Proud mom of two amazing teens. Co-author of Lead Like a PIRATE and P is for PIRATE. #LeadLAP (she/her/hers)",https://twitter.com/burgess_shelley,"Kona, HI",http://www.leadlikeapirate.net
387,CoconutBrah,Leader of the Coconut Brah Fam | Powered by @GFuelEnergy @ROCCAT code BRAH | Business Inquiries - thecoconutbrah@gmail.com | @OutOfFavor,https://twitter.com/CoconutBrah,"Hawaii, USA",https://www.youtube.com/c/CoconutBrah
388,neilabercrombie,"Official Twitter account of the Governor of the State of Hawaii, Governor Neil Abercrombie.",https://twitter.com/neilabercrombie,"Honolulu, Hawaii",http://hawaii.gov/gov
389,RepAndyBarr,KY-06 District Congressman & Member of House Foreign Affairs & Financial Services Committees.,https://twitter.com/RepAndyBarr,"Lexington, KY",https://barr.house.gov/
390,RepJeffDuncan,"Christian, husband, father, and small business owner | Employee for the people of SC-03 | Chairman of the Energy, Climate, and Grid Security Subcommittee",https://twitter.com/RepJeffDuncan,"Laurens, SC",https://jeffduncan.house.gov/
391,RepMarkWalker,Former Pastor and Member of Congress (RSC Chair) CEO of Advancing Hope.,https://twitter.com/RepMarkWalker,North Carolina,https://secure.anedot.com/advancinghope/thepathforward
392,SenTedBuddNC,Official account for North Carolina U.S. Senator Ted Budd. Instagram: SenTedBudd,https://twitter.com/SenTedBuddNC,"Davie County, North Carolina",http://budd.senate.gov
393,MarkSanford,"115th Governor of South Carolina.
Proudly Served South Carolina's Lowcountry in the US House of Representatives.
Author of Two Roads Diverged, Coming August 24",https://twitter.com/MarkSanford,South Carolina,http://www.marksanford.com
394,RepGregPence,"Official twitter account of Congressman Greg Pence, representing #IN06. Proudly advocating for conservative Hoosier values as a member of @HouseCommerce.",https://twitter.com/RepGregPence,"Columbus, Indiana",https://pence.house.gov/
395,CEOJimmyLee,"CEO Jimmy Lee, #leather #jacket #MCvest #CCW #jeans #tops #motorcycle #biker #lingerie #bikini #925silver #jewelry #military #surplus #Veteran Married 33yrs",https://twitter.com/CEOJimmyLee,"South Carolina, USA",https://jimmyleeleathers.com
396,virginiafoxx,Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District.,https://twitter.com/virginiafoxx,"Banner Elk, NC",http://www.foxx.house.gov
397,JeffJacksonNC,"Dad, Soldier, Congressman (NC-14)",https://twitter.com/JeffJacksonNC,"Charlotte, NC",http://JeffJacksonNC.com
398,RepMTG,"Christian, Mother, American, Business Owner, and Congresswoman representing Georgia’s 14th District",https://twitter.com/RepMTG,"Rome, GA",http://Greene.House.gov
399,Carolyn4GA7,Congresswoman from #GA07. Fighting to lower the cost of health care and get our economy back on track. Former Georgia Senate Budget Director. #FinishedTheJob.,https://twitter.com/Carolyn4GA7,"Suwanee, GA",https://secure.actblue.com/donate/cb-soc?refcode=tw_bio
400,NC_Governor,Official account of the 75th Governor of North Carolina. Diet soda sommelier. Tweets from Roy are signed - RC.,https://twitter.com/NC_Governor,"North Carolina, USA",http://www.governor.nc.gov
401,LtGovColeman,The official account of the 58th Lt. Governor of Kentucky. Tweets from Jacqueline are signed ^JC.,https://twitter.com/LtGovColeman,"Frankfort, Kentucky",https://ltgovernor.ky.gov/
402,markrobinsonNC,"Husband, Father, Grandfather, American Patriot. 35th Lieutenant Governor of the Great State of North Carolina.",https://twitter.com/markrobinsonNC,"Greensboro, NC",https://ltgov.nc.gov
403,SenRandPaul,"I fight for Kentucky, individual rights, and the Constitution | This is an official government account for Senator Rand Paul.",https://twitter.com/SenRandPaul,"Bowling Green, KY",http://Paul.Senate.Gov
404,SafaiDarya,Member of the Belgian Parliament (Member of the Defence Committee + Committee on Foreign Affairs) / Women’s rights activist/Dentist,https://twitter.com/SafaiDarya,Belgium,https://www.daryasafai.be
405,SenatorBraun,Main Street businessman & Hoosier U.S. Senator for Indiana,https://twitter.com/SenatorBraun,"Jasper, IN",http://braun.senate.gov
406,SenatorHagerty,Husband | Father of four | Businessman | Community Volunteer | Conservative Republican | U.S. Senator | Former U.S. Ambassador to Japan | Proud Tennessean,https://twitter.com/SenatorHagerty,"Nashville, TN",http://www.hagerty.senate.gov
407,StewardLeader,"Follower of Jesus-Talent Acquisition and Talent Development firm leader-Owns @ryan_partners, Sigma Chi, @Vistage chair, Lives for grandchildren & @vandyboys",https://twitter.com/StewardLeader,"Franklin, TN",http://ryansearch.net/blog
408,BrianKempGA,Georgia's 83rd Governor,https://twitter.com/BrianKempGA,"Athens, GA",https://georgiansfirstinc.com
409,C_Leader,The Real Cheer News from Real Experienced Cheerleaders,https://twitter.com/C_Leader,"Lexington, KY",http://www.thecheerleadermagazine.com
410,RepJeffries,Brooklyn Congressman. Leader @HouseDemocrats. Work hard. Stay focused. Deliver results #ForThePeople.,https://twitter.com/RepJeffries,"Brooklyn, NY",http://jeffries.house.gov/
411,RepJerryNadler,Representing the west & east sides of Manhattan. Proudly serving as the Ranking Member of @HouseJudiciary. Follow me at facebook.com/CongressmanNad…,https://twitter.com/RepJerryNadler,"New York, NY",http://nadler.house.gov
412,BillPascrell,"🇺🇸 New Jersey’s Congressman, representing the Ninth District. @WaysMeansCmte member. Proud Patersonian",https://twitter.com/BillPascrell,"Paterson, NJ",http://pascrell.house.gov
413,Bfaviero,"🇧🇷🇺🇸🏳️‍🌈 Founder @MagnaTokens: Token Streaming & vesting. 100x Angel & VC (GP @ Alloy). 2x AI founder (acq by Palantir). YC, MIT. Not Financial Advice!",https://twitter.com/Bfaviero,NYC,https://magna.so
414,RepTedDeutch,"Husband, dad, Former Congressman. Lover of music & animals. Former Chair of Ethics Cmte & Middle East, North Africa & Global CT Subcommittee",https://twitter.com/RepTedDeutch,"Florida, USA",http://www.ajc.org
415,annenbcnews,"Chief Environmental Affairs Correspondent, NBC News. Proud alumna of the University of Notre Dame. Bostonian/Detroiter/Brussels ex-pat living in NYC.",https://twitter.com/annenbcnews,"New York, NY",
416,hakeemjeffries,Campaign Account. 8th CD in Brooklyn. Always keep it real 👊🏾✊🏾💪🏾. #ForThePeople *Retweets≠endorsements*,https://twitter.com/hakeemjeffries,"Brooklyn, NY",http://hakeemjeffries.com
417,JerryNadler,Two-time Trump impeacher & longtime democracy defender. Proud Manhattanite & principled progressive. Running for #NY12. Join my campaign.,https://twitter.com/JerryNadler,"New York, NY",http://jerrynadler.com
418,cyberjournalist,"Digital leader/advisor. @ProgressPartner. Former Endeavor & AOL exec. Ran CBSSports.com, ABCNews.com, Online News Association. #Emmys judge, #SXSW advisor. #LGM",https://twitter.com/cyberjournalist,New York,http://linkedin.com/in/jondube
419,JournalistJG,Founder Climate Solution Advocacy Inst. & Progressive Source Comm. Investigative journalist who exposed Trump's Forbes 400 John Baron con in Washington Post.,https://twitter.com/JournalistJG,"New York, NY",https://jonathangreenberg.com/about-jonathan-greenberg/
420,VonRosenchild,🇺🇸 @HubBucket® Inc CEO @HubBucketSST @HubBucketGreen @HubBucketORG @HubBucketNYC @HubDataCore @HubBaseDB @HubDataSparks @HubCloudsAzure @HubCloudsAWS etc,https://twitter.com/VonRosenchild,"Brooklyn, NY",https://hubbucket.xyz
421,NYPDChiefOfDept,"The official Twitter of Jeffrey Maddrey, Chief of Department. Not monitored 24/7. Please call 311 or 911 on.nyc.gov/2FDGya2",https://twitter.com/NYPDChiefOfDept,New York City,https://youtu.be/hcWAgEKLGBs
422,EspaillatNY,Congressman for #NY13. Follow me in DC at @RepEspaillat or in Spanish at @Sen_A_Espaillat.,https://twitter.com/EspaillatNY,"New York, NY",
423,SenatorCarter,"Lawyer, Former Georgia State Senator, Peace Corps Volunteer, Husband, Dad.",https://twitter.com/SenatorCarter,Georgia,http://www.bmelaw.com/lawyers-Jason_Carter.html
424,Feorlean,"President @theSNP , Professor in Scottish Culture & Governance, @UofGlasgow .  Former @ScotParl MSP & @ScotGov Minister.  Lives in rural Argyll",https://twitter.com/Feorlean,Scotland,
425,lucyallan,"MP for Telford. Campaigning on everything Telford also: Justice for victims, Patient Safety, CSE, Justice for Sub-Postmasters lucy.allan.mp@parliament.uk",https://twitter.com/lucyallan,Telford,http://www.lucyallan.com
426,UNECOSOC,Lachezara Stoeva - United Nations Economic and Social Council (UNECOSOC) President - Official Twitter Account of UN ECOSOC,https://twitter.com/UNECOSOC,New York,http://www.un.org/en/ecosoc/
427,SenSchumer,"Official Account of Senator Chuck Schumer, New York’s Senator and the Senate Majority Leader.",https://twitter.com/SenSchumer,"New York, NY",https://www.democraticleader.senate.gov/
428,SenGillibrand,"Mom to Theo, Henry and dog Maple. Wife to Jonathan. U.S. Senator for New York. Not “very polite.” She/her.",https://twitter.com/SenGillibrand,New York,http://kirstengillibrand.com
429,GovernorVA,Official account for Virginia Governor Glenn Youngkin,https://twitter.com/GovernorVA,"Richmond, VA",http://www.governor.virginia.gov
430,NYGovCuomo,"The official administration account of Governor Andrew M. Cuomo. This account is archived. For updates from New York State, follow @nygov.",https://twitter.com/NYGovCuomo,New York,http://www.ny.gov/social-media-policy
431,SenatorCarper,"Husband, father, proud @USNavy veteran and former governor. U.S. Senator for Delaware and Chairman @EPWCmte",https://twitter.com/SenatorCarper,Delaware,http://www.carper.senate.gov
432,CoryBooker,"U.S. Senator from New Jersey. Most tweets (and typos) are mine, some are my team’s. He/him.",https://twitter.com/CoryBooker,"Newark, NJ",http://corybooker.com
433,JohnCarneyDE,Official Twitter page for Governor John Carney.,https://twitter.com/JohnCarneyDE,Delaware,http://governor.delaware.gov
434,SenatorMenendez,"U.S. Senator from New Jersey. @SFRCdems Chairman. Loving husband to Nadine. Proud father of Alicia & Rob and grandfather of Evangelina, Ofelia, Olivia & Robert.",https://twitter.com/SenatorMenendez,"New Jersey, USA",http://menendez.senate.gov
435,SenJoniErnst,"Mother and combat veteran, fighting for a more accountable and less wasteful Washington 🇺🇸 U.S. Senator serving the people of Iowa. 🌾🐖",https://twitter.com/SenJoniErnst,Iowa,http://Ernst.Senate.Gov
436,TomWolfPA,Born and raised in Central PA. Proud husband and father. Business man and Jeep driver. Pennsylvania's Governor.,https://twitter.com/TomWolfPA,Pennsylvania,http://www.WolfPACPa.com
437,GovCTW,"Co-Chair of the Forward Party; former Governor of New Jersey; former Administrator of the Environmental Protection Agency; President, Whitman Strategy Group",https://twitter.com/GovCTW,"Oldwick, NJ",http://www.christiewhitman.com
438,Bob_Casey,"Proud Pennsylvanian fighting for working families in the US Senate. Official campaign account, unofficial @JohnFetterman/@JoshShapiroPA stan account #VoteBlue22",https://twitter.com/Bob_Casey,Pennsylvania,http://bobcasey.com
439,ChrisSununu,Governor of the State of New Hampshire | Dad to 3 great kids & Husband to the most understanding wife on the planet.,https://twitter.com/ChrisSununu,"Seacoast, New Hampshire",http://www.ChrisSununu.com
440,deborahowens,"CEO of WealthyU ""America’s Wealth Coach. Host of Get Wealthy! I show women how to accelerate their financial growth to 7 figures & beyond",https://twitter.com/deborahowens,Maryland,https://linktr.ee/wealthyu
441,chrisbrogan,"Chief of Staff: Appfire. Strategic advisor, investor, author - chrisbrogan.com | Contact: chris@chrisbrogan dot com | 🏳️‍⚧️-ally/LGBTQ |",https://twitter.com/chrisbrogan,"Boston, MA",http://chrisbrogan.com/
442,NYPDTransit,"The official Twitter of Michael M. Kemper - Chief of Transit, NYPD; Account not monitored 24/7 - use 911 and 311. User policy: on.nyc.gov/2FDGya2",https://twitter.com/NYPDTransit,New York City,http://www.nyc.gov/html/nypd/html/transit_bureau/transit.shtml
443,NYPDChiefPatrol,"Chief John Chell, NYPD Chief of Patrol. Account not monitored 24/7 - use 911 and 311. User policy: on.nyc.gov/2FDGya2",https://twitter.com/NYPDChiefPatrol,"New York, USA",https://youtu.be/hcWAgEKLGBs
444,SaveCEO_US,"Mother of Lara & Duco, President & CEO of @SavetheChildren, champion for children in the U.S. & around the world.",https://twitter.com/SaveCEO_US,"CT, USA",http://www.SavetheChildren.org
445,NYPDHousing,Chief Martine N. Materasso,https://twitter.com/NYPDHousing,New York City,https://www.nyc.gov/site/nypd/bureaus/transit-housing/housing.page
446,tokenCEO,"An explicit business pod for people without a business degree. Hosted by @erika_, @BarstoolSports CEO. 📥",https://twitter.com/tokenCEO,"New York, NY",https://linktr.ee/tokenceo_erika
447,Under30CEO,"Under30CEO is the leading media site covering news, advice, trends & events for the young entrepreneur.",https://twitter.com/Under30CEO,New York,http://Under30CEO.com
448,cioec,CIO Executive Council from IDC provides strategic leadership development for the transforming C-suite at the world’s most influential and evolving organizations,https://twitter.com/cioec,"Needham, MA USA",http://council.cio.com
449,biden4pres,"I’m not selling ya coupons; just a snappy VP with a whole lotta gumption and half a mind to do it. Running for all fifty, jack. By the by, this is not Joe Biden",https://twitter.com/biden4pres,"Greenville, DE",http://drewjanda.info
450,DrPhillipLee,Former MP & Justice Minister. GP. Husband. Father to two beautiful daughters. For evidence-based policymaking. Support UK joining EU #PowerofSport #ActOnClimate,https://twitter.com/DrPhillipLee,Berkshire,
451,BillClinton,"Father, grandfather, 42nd President of the United States, Founder, Clinton Foundation. Follow @ClintonFdn for more on our work around the world.",https://twitter.com/BillClinton,"New York, NY",http://www.clintonfoundation.org
452,MJSearch,MJS Executive Search is a boutique retained executive search firm working on searches throughout the U.S. and Canada.,https://twitter.com/MJSearch,"Westchester, NY",http://www.MJSearch.com
453,ewarren,"U.S. Senator, former teacher. Wife, mom (Amelia, Alex, Bailey, @CFPB), grandmother, and Okie. She/her. Official campaign account.",https://twitter.com/ewarren,Massachusetts,https://elizabethwarren.com/
454,SenBlumenthal,"Official Twitter account of U.S. Senator Richard Blumenthal, proudly working for the people of Connecticut.",https://twitter.com/SenBlumenthal,"Connecticut, USA",http://blumenthal.senate.gov/
455,EdMarkey,"U.S. Senator fighting for the families and future of Massachusetts. Malden native, Red Sox fan, #netneutrality defender, co-author of the #GreenNewDeal (he/him)",https://twitter.com/EdMarkey,Massachusetts,http://www.EdMarkey.com/
456,GovJanetMills,"The official tweets of Maine’s 75th Governor, Janet T. Mills. Tweets will be archived.",https://twitter.com/GovJanetMills,"Augusta, ME",https://www.maine.gov/governor/mills/
457,GovDanMcKee,"Little Rhody’s Governor. Strongest economic recovery in the Northeast, lowest unemployment rate in state history — and we’re just getting started. #RIReady",https://twitter.com/GovDanMcKee,"Cumberland, RI",http://RI2030.com
458,SenDavidNorris,Human rights campaigner and independent member of Seanad Éireann (Irish Senate).,https://twitter.com/SenDavidNorris,Ireland,
459,JohnPaul4USA,"Founder & CEO GOUSA. The People vs. the Corrupt Establishment. Creator of the OppScore - 1st Unbiased Political Credit Rating. Opinions are mine, not GOUSA's.",https://twitter.com/JohnPaul4USA,Massachusetts,https://go-usa.us/
460,nerdCMO,"Founder & CEO of @plannuh the marketing leadership platform, author: The Next CMO, ex CMO @NuanceInc and GM @DragonTweets. #planning #strategy #marketing",https://twitter.com/nerdCMO,"Newton, MA",http://plannuh.com
461,joekennedy,Former Congressman from MA. Tired & lucky dad. Founder @GroundworkProj. Managing Director @CitizensEnergyC. Advising @EmCollective + @WoodwellClimate + more.,https://twitter.com/joekennedy,"Boston, MA",http://www.groundworkproject.com
462,JakeAuch,"Bringing new, innovative leadership to Washington to lower costs for working families. Dad. Marine. Congressman for MA-04.",https://twitter.com/JakeAuch,"Newton, MA",http://JakeforMA.com
463,AyannaPressley,Your Congresswoman. Proudly representing the MA 7th. Here to break concrete ceilings & shake the table. Personal account. She/hers. #ChangeCantWait,https://twitter.com/AyannaPressley,"Hyde Park, MA",http://ayannapressley.com/volunteer
464,LHSummers,Charles W. Eliot University Professor and President Emeritus at Harvard. Secretary of the Treasury for President Clinton and Director of NEC for President Obama,https://twitter.com/LHSummers,"Cambridge, MA ",http://larrysummers.com
465,RepLoriTrahan,Congresswoman proudly representing Massachusetts' Third District. @EnergyCommerce member. She/Hers. 📞 (978) 459-0101,https://twitter.com/RepLoriTrahan,"Massachusetts, USA",https://trahan.house.gov/
466,iRacingMyers,Executive Vice President at iRacing.com.,https://twitter.com/iRacingMyers,"Chelmsford, MA",http://www.iracing.com
467,ShukryaBarakzai,"Afghan politician, Former Member of Parliament Elected to Wolesi Jirga in 2005, Feminist, Ambassador of Afghanistan to Oslo, Norway !",https://twitter.com/ShukryaBarakzai,Norway,
468,timberners_lee,"Director of W3C (w3.org), the Web standards place.  Founded webfoundation.org - let web serve humanity. CTO inrupt.com to develop solidproject.org",https://twitter.com/timberners_lee,Boston,
469,TehranBureau,I run an independent news organization I founded in 2008; previously covered #Iran in editorial partnership with @guardian @frontlinepbs,https://twitter.com/TehranBureau,"Boston, MA",http://tehranbureau.com
470,NoubarAfeyan,"Pioneering innovations to improve human health and sustainability. Founder + CEO @FlagshipPioneer, the life sciences co that founded @moderna_tx and many more.",https://twitter.com/NoubarAfeyan,"Cambridge, MA",http://www.flagshippioneering.com
471,jasonfurman,"Professor of Practice at Harvard. Teaches Ec 10, some tweets might be educational. Also Senior Fellow @PIIE. Was Chairman of President Obama's CEA.",https://twitter.com/jasonfurman,"Cambridge, MA",https://www.hks.harvard.edu/faculty/jason-furman
472,BriannaWu,Executive Director of @rebellionpac. Former Candidate for US House in MA. Software engineer. Like to go fast. 🏎🏍🏃🏻‍♀️🎮 brianna@hey.com,https://twitter.com/BriannaWu,"Dedham, MA",
473,direGoldfish,"Ex-AAA dev (BioShock Infinite & more) Founded Chump Squad, developed KINE & now LAB RAT.

➕ Wishlist LAB RAT! bit.ly/3nQcGbY 

➕ Discord: discord.gg/ddceuCkWSq",https://twitter.com/direGoldfish,"Boston, MA",http://chumpsquad.com
474,rickberke,"Co-founder & executive editor, STAT @statnews. Reporter, editor @nytimes for 28 years.",https://twitter.com/rickberke,"Boston, MA",https://www.statnews.com/
475,Governor_LePage,"The official tweets of Maine's 74th Governor, Paul R. LePage, (2011-2019). This account is being archived. Follow him @PaulRLePage1.",https://twitter.com/Governor_LePage,"Augusta, Maine",http://www.maine.gov/governor
476,PaulMaskeyMP,Honoured to represent the proud people of west Belfast as their MP. #westisbest #investinthewest.,https://twitter.com/PaulMaskeyMP,Ireland,https://www.sinnfein.ie/paul-maskey
477,Michael4MDNP,"Member of Parliament for Mid Dorset and North Poole, and HM Solicitor General",https://twitter.com/Michael4MDNP,Dorset,http://www.michaeltomlinson.org.uk
478,columeastwood,@SDLPlive Leader | MP for Foyle | Social Democratic New Ireland | Derry | colum.eastwood.mp@parliament.uk,https://twitter.com/columeastwood,Ireland,https://linktr.ee/columeastwood
479,SoniaChangDiaz,"MA’s first Latina & first Asian American State Senator. Once: public school teacher, governor candidate. Always: courage over politics. She/Ella.",https://twitter.com/SoniaChangDiaz,"Boston, MA",https://www.soniachangdiaz.com/
480,MAGovArchive,Official account of Governor Charlie Baker of Massachusetts.,https://twitter.com/MAGovArchive,Massachusetts,http://www.mass.gov/governor
481,DevalPatrick,"Two-term Governor of Massachusetts, civil rights attorney, business leader, beekeeper. @HarvardCPL/@BridgeTogether_/@American_Bridge. Via Chicago's South Side.",https://twitter.com/DevalPatrick,Massachusetts,
482,maura_healey,Governor of Massachusetts. Civil rights lawyer. Daughter. Sister. Aunt. Baller. she/her,https://twitter.com/maura_healey,Massachusetts,http://www.maurahealey.com
483,RepBillFoster,Congressman Bill Foster is a scientist and businessman representing the 11th Congressional District of Illinois,https://twitter.com/RepBillFoster,"Naperville, IL",http://foster.house.gov
484,BobbyLRush,"Father, Grandfather, Pastor, Activist, and former Congressman.",https://twitter.com/BobbyLRush,"Chicago, IL",
485,DanaRohrabacher,Freedom Fighter / Cannabis Champion / U.S. Congressman 30 years (ret.) / former Speechwriter & Special Assistant President Reagan / Surfer / Father to triplets,https://twitter.com/DanaRohrabacher,"Maine, USA",http://www.rohrabacher.com
486,JimRenacci,Grandfather | Father | Husband | Businessman | Former Volunteer Firefighter | Former Mayor | Former US Congressman,https://twitter.com/JimRenacci,Ohio,http://www.JimRenacci.com
487,RepDannyDavis,“The People’s Congressman” US House Representative for Illinois' 7th District. Serving on the 118th Congress Committee on Ways and Means.,https://twitter.com/RepDannyDavis,"Chicago, IL",http://davis.house.gov/
488,RepPaulMitchell,Former Congressman representing Michigan's 10th district 115th and 116th Congress. Opinionated defender of our Constitution and nation.,https://twitter.com/RepPaulMitchell,"Dryden, MI",
489,BernieSanders,"U.S. Senator for Vermont. Not me, us.",https://twitter.com/BernieSanders,Vermont,https://BernieSanders.com
490,GovDunleavy,Alaska's 12th Governor,https://twitter.com/GovDunleavy,"Alaska, USA",http://Gov.Alaska.Gov
491,SenAngusKing,News from the office of Independent U.S. Senator Angus King of Maine. Following/retweeting does not equal an endorsement.,https://twitter.com/SenAngusKing,"Maine, USA",http://king.senate.gov
492,SherrodBrown,Grandfather. Dad. @ConnieSchultz’s partner. Cleveland baseball fan. Proud Ohioan & United States Senator.,https://twitter.com/SherrodBrown,Ohio,http://sherrodbrown.com
493,SpeakerRyan,"Office of the 54th Speaker of the House, Paul Ryan.",https://twitter.com/SpeakerRyan,"Janesville, WI",http://americanideafoundation.com
494,MichaelSeitzCEO,"Entrepreneur, Franchise 500 CEO, travel enthusiast, outside the box thinker, hobby photographer... and I love my dogs #CEOLife #Business #Franchising",https://twitter.com/MichaelSeitzCEO,"Issaquah, WA",http://www.EarthWisePetFranchise.com
