user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Fintech Bot,,"Hello everyone. I am a fintech bot. 🤖 
I retweet #fintech hashtag without 'crypto' related stuff.
Follow me to stay in the loop. 💻💸",2022-04-06 06:24:23+00:00,1323,319,9,False,2023-04-10 06:30:08+00:00,"RT @spaytechnology: Homoeopathy might be slow but it is still sweet and sure. Happy World Homoeopathy Day!
.
.
#homeopathyday  #happy #spay…","['homeopathyday', 'happy']",Fintech Retweeter,False
Michael LaMonde,"Philadelphia, PA","Single straight guy loves wwe my favorite wrestler's are Alexa Bliss,Sasha banks and Liv Morgan",2017-04-05 15:14:32+00:00,794,826,88313,False,2023-04-10 06:17:25+00:00,"RT @LENAScorpio20: @MercedesVarnado You Ladies Put ON a Killer MONÉ Match THAT was LIT but in the 🔚, there can ONLY be ONE CHAMPION 🏆 I'm s…",,Twitter for Android,False
The Digital Kingdom,,The Digital Kingdom tweet only quality content from top publishers about #AI #IoT #CyberSecurity #Cloud #DigitalTransformation.,2016-03-05 17:13:00+00:00,21574,19251,21195,False,2023-04-10 05:55:41+00:00,"It is critical to understand what makes a supplier strategic for any organization and to identify the right set of strategic suppliers to increase business value through constructive engagement. 
#infographic Source @EverestGroup rt @antgrasso #SupplyChain #CEO https://t.co/RSTUVOZe6q",,Twitter Web App,False
Abeeha,,Stanning some beautiful hearts💁‍♀️♥️,2020-12-05 00:02:38+00:00,445,98,43016,False,2023-04-10 05:46:06+00:00,RT @thespicyvenue: Happy to share a moment and celebrity happy smiles captured at The Spicy Venue. Armaan Malik and Daboo Malik with our CE…,,Twitter Web App,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-10 05:42:06+00:00,"RT @Corix_JC: To all our listeners on the @CorixPartners Cyber Security Transformation #Podcast, many thanks for all the love and support i…",['Podcast'],Twitter Web App,False
corixpartners,"London, UK",Boutique #management consultancy firm and thought #leadership platform focused on assisting C-level executives around #cybersecurity strategy & governance,2012-08-04 09:59:36+00:00,2926,2062,353,False,2023-04-10 05:41:32+00:00,"RT @Corix_JC: The @CorixPartners Friday Reading List &gt;&gt; Hand-picked Content for Top #Leaders
 
Now Free on @Medium after 4 Weeks &gt;&gt; Check i…",['Leaders'],Twitter Web App,False
corixpartners,"London, UK",Boutique #management consultancy firm and thought #leadership platform focused on assisting C-level executives around #cybersecurity strategy & governance,2012-08-04 09:59:36+00:00,2926,2062,353,False,2023-04-10 05:41:27+00:00,"RT @TCyberCast: To all our listeners, many thanks for all the love and support in 2022!

https://t.co/bMbdqp8Hdc

@Corix_JC @CorixPartners…",,Twitter Web App,False
corixpartners,"London, UK",Boutique #management consultancy firm and thought #leadership platform focused on assisting C-level executives around #cybersecurity strategy & governance,2012-08-04 09:59:36+00:00,2926,2062,353,False,2023-04-10 05:41:25+00:00,"RT @Corix_JC: To all our listeners on the @CorixPartners Cyber Security Transformation #Podcast, many thanks for all the love and support i…",['Podcast'],Twitter Web App,False
Chaudhary Usama Arain,"Sukkur, Pakistan",Proud to be a Supporter of PPP 🇱🇾II Businessman II Landlord II Contractor.,2018-08-27 13:05:30+00:00,4198,2258,9672,False,2023-04-10 05:26:08+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
Chris Bertsch,Neither here nor there,"Part bot, part not - I would love to change the world, but they wouldn't give me the source code",2009-08-26 21:13:26+00:00,1869,388,239765,False,2023-04-10 05:07:50+00:00,"RT @Transform_Sec: Dispelling The Myths Around #Cybersecurity For Small Businesses &gt; https://t.co/9PWMyjRud5 

#security #infosec #cyberthr…","['Cybersecurity', 'security', 'infosec']",retweettcb,False
👾DFIR💻,,"Malware is bad, mmm k…",2015-09-15 15:39:08+00:00,1734,29,264774,False,2023-04-10 05:05:07+00:00,"RT @Transform_Sec: Dispelling The Myths Around #Cybersecurity For Small Businesses &gt; https://t.co/9PWMyjRud5 

#security #infosec #cyberthr…","['Cybersecurity', 'security', 'infosec']",CyberDFIR,False
Leonardo F.,Brazil,"Twitterist in a iniA based as a tagherray to layoff.
Natural Language Processing (NLP) course machinelearning #datascience #datascienti",2023-03-21 04:35:46+00:00,129,3715,227,False,2023-04-10 05:04:45+00:00,"RT @Transform_Sec: Dispelling The Myths Around #Cybersecurity For Small Businesses &gt; https://t.co/9PWMyjRud5 

#security #infosec #cyberthr…","['Cybersecurity', 'security', 'infosec']",Twitter for Android,False
Leonardo F.,Brazil,"Twitterist in a iniA based as a tagherray to layoff.
Natural Language Processing (NLP) course machinelearning #datascience #datascienti",2023-03-21 04:35:46+00:00,129,3715,227,False,2023-04-10 05:00:27+00:00,"RT @corixpartners: The #CyberSecurity Leadership Handbook for the #CISO and the #CEO

How to Fix Decade-Old Issues and Protect Your Organiz…","['CyberSecurity', 'CISO', 'CEO']",Twitter for Android,False
Leonardo F.,Brazil,"Twitterist in a iniA based as a tagherray to layoff.
Natural Language Processing (NLP) course machinelearning #datascience #datascienti",2023-03-21 04:35:46+00:00,129,3715,227,False,2023-04-10 05:00:21+00:00,"RT @Corix_JC: Is #Cloud Repatriation a Big Lie Server #Vendors Are Shilling?

https://t.co/Ck3kAGtuTH 

@SpiceworksNews @RobertsPaige #clou…","['Cloud', 'Vendors']",Twitter for Android,False
JC Gaillard,"London, England",Founder @CorixPartners @Transform_Sec | Fellow @CIISecHQ | Member @ForbesBizCncl | Top #Cybersecurity Thought Leader on @Thinkers360 | Author https://t.co/f2SLdXoMEK,2015-06-25 08:13:57+00:00,8916,8334,152641,False,2023-04-10 04:51:32+00:00,"RT @Transform_Sec: Dispelling The Myths Around #Cybersecurity For Small Businesses &gt; https://t.co/9PWMyjRud5 

#security #infosec #cyberthr…","['Cybersecurity', 'security', 'infosec']",TweetDeck,False
Uraib Ali Katiyar ⚪,Tando allahyar ,"Jiyala By Birth #PPP is my Heart. I Believe in Bhuttoism. 
General Secretary PPP PSF District Tando Allahyar",2016-12-30 15:23:44+00:00,1975,528,44252,False,2023-04-10 04:43:04+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
Hasan_Abbas_Lyari_🇵🇰✪,"Karachi, Pakistan","ہم دور سے کھڑے پہچانے جاتے ہیں✌🏻 
کیونکہ ہم اپنے نام سے جانے جاتے ہیں❤",2020-04-25 18:43:05+00:00,1905,2619,18007,False,2023-04-10 04:39:33+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
Jawad Ali,,"SMT Division Member (S.B.A)|•Social media active worker|•
|•BHUTTOIST•|
PSF🇪🇺 Sindh District (S.B.A)|•PPP🇱🇾
JEYA BHUTTO ✌️|•
#SPSFSINDH
🇪🇺🇱🇾",2022-01-14 17:21:38+00:00,688,434,16572,False,2023-04-10 04:35:32+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
Do Hoang Dinh Tien,"Ho Chi Minh, Vietnam",,2015-05-07 06:04:47+00:00,402,5003,3461,False,2023-04-10 04:18:45+00:00,RT @FutureOurWork: We need to start with business objectives to identify the most critical insights for evaluating our digital efforts. RT…,,Twitter for Android,False
Contractual/FTE Aircraft Technician,,Aviation,2022-07-11 17:28:41+00:00,27,28,622,False,2023-04-10 04:15:11+00:00,"RT @AieslFTEtechnic: #CEO, #COP, #HR, #Chairpersons, etc. is all are blinds?
Is it the way of making profits by putting FTE'S future in dar…","['CEO', 'COP', 'HR', 'Chairpersons']",Twitter for Android,False
Khadim Hussain Solangi 🇱🇾,"Sindh, Pakistan",/Proud Jiyala🇱🇾 PPP/Bhuttoisms/Social Media Activists & Deputy Information Secretary PYO Talluka Mehar District Dadu,2018-12-10 03:43:37+00:00,9012,1411,245734,False,2023-04-10 04:14:49+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
JUNEJO AKHTAR,,Jeay Bhutto jeay Rawal Sharjeel Memon sahab,2021-10-09 15:36:30+00:00,2774,632,38658,False,2023-04-10 04:01:17+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
Imtiaz Shar PYO,"Sindh, Pakistan","Hi I'am #imtiaz_Shar From Sindh,Pakistan.
I stand shoulder to shoulder with my Chairman @BBhuttoZardari 
#PYO_SINDH #Hussainii🙌 #Socialism",2012-04-19 16:08:34+00:00,5300,421,190315,False,2023-04-10 03:56:46+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
Zohaib Vighio,"Hyderabad Sindh, Pakistan","Proud Jiyala #PPP Information Secretary UC 98 PS 64 Talka Latifabad District Hyderabad #PPP #Jeay Bhuttoism
#Jeay Bhutto #Jeay Awaam",2014-10-20 18:06:12+00:00,11350,1873,242475,False,2023-04-10 03:46:21+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
Reba Green 👋😃😀🐼🐰🦒🦄,"Arkansas, USA",huge fan of scandal and Kerry Washington Tony Goldwyn Scott Foley Bellamy Young Jeff Perry Katie Lowes Darby Stanchfield Guillermo Diaz #Scandalfanforlife,2012-05-23 19:42:10+00:00,910,4463,221607,False,2023-04-10 03:45:37+00:00,"RT @LENAScorpio20: @MercedesVarnado You Ladies Put ON a Killer MONÉ Match THAT was LIT but in the 🔚, there can ONLY be ONE CHAMPION 🏆 I'm s…",,Twitter for Android,False
Feat Systems Pvt Ltd,"Mumbai, India",We are on a mission to transform and simplify human being's life at work by creating agile and resilient hyper-intelligent automation solutions.,2013-05-10 11:59:10+00:00,1431,618,149864,False,2023-04-10 03:43:56+00:00,RT @SingingInDCloud: The system-level restructuring brought about by the digital transformation in our economy requires companies to rethin…,,Twitter Web App,False
Marie-Frances,"Boston, MA","Presidenta @massbudget, BPS mami, Rozzie gal, Afro-Boricua. All views are my own. 🇵🇷🏳️‍🌈",2018-10-25 02:14:01+00:00,1297,1611,8244,False,2023-04-10 03:42:08+00:00,"RT @NieishaSpeaks: Are you planning to attend the 2nd annual “How to @boswhileblack Summit” this week?
 
Guess what? 
 
I will be sharing a…",,Twitter for iPhone,False
Aftab A Khoso PS 63 PPP Hyderabad,,"Iam proud of my party PPP
Iam proud of my MPA Sharjeel Inam Memon 

Ex.Public R.Sec.SPHC Tal:Qasimabad
#Socialmedia Activist Distt.Hyd Rural Jiyala Of Bhuttoism",2021-03-09 12:48:36+00:00,3635,1216,149266,False,2023-04-10 03:39:49+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
Lala Shahid Ppp,Hyderabad,Social workar,2018-03-04 19:17:18+00:00,3800,481,138951,False,2023-04-10 03:37:30+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
Aslam Sindhi ✌🇱🇾🇱🇾✌,"Sindh, Pakistan","Struggler-Political analyst 
Media cell wassan House Khairpur Mir`s #PPP🇱🇾🇱🇾🇱🇾",2021-07-17 14:33:43+00:00,147,531,6041,False,2023-04-10 03:34:33+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
naga raju kowluri,,Movies,2022-01-30 18:34:57+00:00,375,3738,34233,False,2023-04-10 03:18:06+00:00,RT @nagarajukowlur2: #INDIAsPrideRAMCHARAN #CEO in world #RamCharan #RRRMovie forever anna both of you 💞💞💞💞💞💖💖💖💖💖💐💐💐💐💐🔥🔥🔥 https://t.co/oWh9…,"['INDIAsPrideRAMCHARAN', 'CEO', 'RamCharan', 'RRRMovie']",Twitter for Android,False
Aijaz Khaskheli🇱🇾,"Tando Allahyar, Pakistan",جیالہ ❤️🖤💚✌️,2015-06-16 05:47:32+00:00,18321,4167,230572,False,2023-04-10 02:47:34+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
Ashraf Kaleri🇱🇾,"Hyderabad Sindh, Pakistan","ھم حسینی ھیں دنیا میں پھیلے ہوئے
..
❤️🖤💚
#Jiyala #Voj #SalaamBenazir",2014-11-08 11:26:47+00:00,31974,2133,298253,False,2023-04-10 02:22:56+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
Imran Babbar,Tando Jam,"Proud Jiyala Of #SMBB
My Voice is #BBZ
Chairman #LZAC Deh #Hotki #TandoJam 
Senior Vice President #PYO Mc #TandoJam Disstt #Hyderabad
I Love #PPP 🇱🇾",2021-10-09 08:41:11+00:00,3062,781,101462,False,2023-04-10 02:19:03+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
𝗥𝗢𝗖𝗞 𝗕𝗔𝗡𝗞𝗦 𝗥𝗘𝗜𝗚𝗡𝗦,🇺🇸🇵🇷,#1 wrestler is The Rock. SASHA BANKS. Roman Reigns. Liv Morgan and Becky Lynch. I love all Eras and all brands of Pro Wrestling.,2021-03-10 08:19:03+00:00,710,605,31907,False,2023-04-10 02:14:26+00:00,"RT @LENAScorpio20: @MercedesVarnado You Ladies Put ON a Killer MONÉ Match THAT was LIT but in the 🔚, there can ONLY be ONE CHAMPION 🏆 I'm s…",,Twitter for Android,False
Fida Hussein,,life can be difficult but underestimate yourself,2020-05-18 16:39:13+00:00,738,451,23394,False,2023-04-10 02:14:01+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
vudayana,Kottugummda,My strength is My vijji,2015-06-01 08:14:57+00:00,58,334,19076,False,2023-04-10 02:04:45+00:00,RT @thespicyvenue: Happy to share a moment and celebrity happy smiles captured at The Spicy Venue. Armaan Malik and Daboo Malik with our CE…,,Twitter for Android,False
Singing in the Cloud,Social Media,We Sing top #DigitalStrategy Songs for your Company. #IoT #Blockchain #TensorFlow #Caffe,2010-08-16 21:03:32+00:00,22950,21225,41565,False,2023-04-10 01:40:34+00:00,"The system-level restructuring brought about by the digital transformation in our economy requires companies to rethink their business model; technology alone is not enough.
RT @antgrasso #DigitalStrategy #CEO #CIO https://t.co/6kJHHAbMW8",,Twitter Web App,False
Fida Wassan,Karachi. Dubai.,"Youth development activist. Foodie, traveller and a movie buff. Proud Bhutto-ist. It might come to you as a shock, but I am fun. #TeamPPP",2012-06-06 21:37:21+00:00,14548,1908,171558,False,2023-04-10 01:32:30+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for iPhone,False
Waleed Baloch (PSF),,#Secretary_General Pakistan People's Party #PSF District South ✌🏻🇱🇾🙏🏻,2020-06-27 00:19:35+00:00,3044,1117,67608,False,2023-04-10 01:31:57+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
Muzamil Chang🇱🇾,"Karachi, Pakistan","To be Lawyer🎓|learner📖|Jeay bhutto🇱🇾|Sindhi❤️| #PPP Social media Activist ✌️
https://t.co/xg5kitLkpG",2018-12-26 09:24:02+00:00,5533,3461,134331,False,2023-04-10 01:25:23+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
Hagen Maurer,,freiberuflicher Blogger im Bereich #crypto und #blockchain Technologie - #Mindset and #Focus,2023-01-24 08:40:36+00:00,60,147,432,False,2023-04-10 01:06:03+00:00,"RT @ceo_bsc: STAKING LIVE in 22 HOURS

Staking will go live in around 22 hours from now on the @BabyDogeCoin  Platform.

STAKE $CEO - EARN…",,Twitter for iPhone,False
SMBs Digital Fitness,internet,Your Company Social Corner to stay in touch with the Digital World. #IoT #Cloud #AI #DigitalTransformation,2018-08-14 15:43:07+00:00,26081,23706,40082,False,2023-04-10 01:02:22+00:00,"New sales technologies will likely significantly affect the function in the coming years, so chief revenue officers must respond to these disruptive changes to determine the best course of action. 
Source @Gartner_inc Link https://t.co/I8lhrChz88 rt @antgrasso #CEO #CRO #CMO https://t.co/T1JJe4OT1O",,Twitter Web App,False
@Faisal MaGsii(PPP 🇱🇾),"Karachi, Pakistan",,2022-09-03 16:52:15+00:00,155,289,6657,False,2023-04-10 00:59:19+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
کراچی والے(PPP),"Karachi, Pakistan","🇱🇾
Social worker/ Love PPP/ Believe in humanity/ Proud pakistani🇵🇰
Democracy is the best revenge🇱🇾",2022-06-08 07:07:35+00:00,5772,436,34048,False,2023-04-10 00:51:13+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
suhaib Arain,"Shikarpur, Pakistan",Democracy is the Best Revenge 🇱🇾,2019-09-27 17:35:26+00:00,539,616,4210,False,2023-04-10 00:34:59+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for iPhone,False
Fayyaz Lasi,,General Secretary #PPP UC#3 PS108 Layari Dist South Karachi Divison.,2020-06-16 07:48:03+00:00,2827,1642,41179,False,2023-04-10 00:17:07+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
Shahab Baloch,,PPP jyala,2021-06-07 10:38:00+00:00,4087,1070,172278,False,2023-04-10 00:13:39+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
Atta Ur Rehman,"Karachi, Pakistan",X President PSF Urdu University Karachi ||Vice President PYO Gilgit Baltistan || My Leader SZAB SMBB BBZ ABZ || Shaheed Najeeb Ahmed ||,2021-01-17 12:15:42+00:00,2326,1586,53098,False,2023-04-10 00:13:20+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
Ghulam Rasool Prince,کیماڑی کراچی,"I am nothing with out blessing of Allah |
 Politics Worker @MediaCellPPP @PPPDigital_ | Social Activist | Political Secretary Raees Ghulam Raza Kalmati",2022-09-13 15:38:07+00:00,334,176,10556,False,2023-04-10 00:13:15+00:00,RT @Sartajwassan4: #CEO Khairpur Defence @Fida_Wassan Arranged #Grand_Iftaar Party For #Civil_Society #Lawyer #Youth #Police #Tajran #Build…,"['CEO', 'Grand_Iftaar', 'Civil_Society', 'Lawyer', 'Youth', 'Police', 'Tajran']",Twitter for Android,False
simon toni,,,2022-12-04 17:44:23+00:00,6,24,93,False,2023-04-09 23:40:37+00:00,"RT @ceo_bsc: STAKING LIVE in 22 HOURS

Staking will go live in around 22 hours from now on the @BabyDogeCoin  Platform.

STAKE $CEO - EARN…",,Twitter for iPhone,False
Calls Perfect,,Cash,2021-11-13 10:40:14+00:00,46,69,4412,False,2023-04-09 23:39:49+00:00,"RT @ceo_bsc: STAKING LIVE in 22 HOURS

Staking will go live in around 22 hours from now on the @BabyDogeCoin  Platform.

STAKE $CEO - EARN…",,Twitter for Android,False
Mahesh G,"Toronto, Ontario","Data Science ,Statistics Aspirant , Data Strategist & Project, Program & Portfolio Management Professional! All my tweets are my own thoughts 💭",2021-08-03 03:51:51+00:00,124,1034,1825,False,2023-04-09 23:33:29+00:00,RT @FutureOurWork: We need to start with business objectives to identify the most critical insights for evaluating our digital efforts. RT…,,Twitter for iPhone,False
YUTA ITOH💉💉💉💉ｲﾄｳﾕｳﾀ,EAST TOKYO,"Raised in Tokyo, living in Tokyo 新宿区百人町出身→江東区在住 SURFING STARWARS REGGAE RAMEN CURRY サウナ 銭湯 蒙古タンメン中本 HIDEANDSEEK 東陽町 錦糸町 北千住 浅草 Instagram :yuta110tokyo",2011-01-09 17:08:20+00:00,1512,3639,146086,False,2023-04-09 23:30:22+00:00,RT @MercedesVarnado: Always bank on yourself! #Monè #CEO #IWGPWomensChampion https://t.co/jTwq4MLA6y,"['Monè', 'CEO', 'IWGPWomensChampion']",Twitter Web App,False
MarioMussy,,,2011-05-06 21:16:31+00:00,101,788,2993,False,2023-04-09 23:02:03+00:00,"RT @ceo_bsc: STAKING LIVE in 22 HOURS

Staking will go live in around 22 hours from now on the @BabyDogeCoin  Platform.

STAKE $CEO - EARN…",,Twitter for iPhone,False
Indie Author RTG,Worldwide,"Indie Author Retweet Group: Simply follow to join, then add #IARTG in any tweet you want us to re-tweet. :) #RT #indie #author #retweet #group @retweet_groups",2013-10-07 13:50:08+00:00,58988,36763,39925,False,2023-04-09 23:00:00+00:00,"RT @RebeccaBryn1: RT IAN_AuthorPromo: Uplifting and difficult but rewarding, Mia’s iron will to survive is an inspiring example. Brad Butle…",,Hopscotch Social,False
Rebecca Bryn,"St Davids, Pembrokeshire","Author of award-winning historical, mystery, and fantasy tales with a twist. https://t.co/RwqFzQjsHG and for free short stories and news, click https://t.co/YphrKZEiTF",2014-08-01 14:31:24+00:00,8878,7987,34836,False,2023-04-09 22:37:53+00:00,"RT IAN_AuthorPromo: Uplifting and difficult but rewarding, Mia’s iron will to survive is an inspiring example. Brad Butler, Author #CEO #iartg #leadership @joerogan #success @WomenEnt @CNBC @abookpublicist @Fox2Al @YoungEnt https://t.co/JJAOQRDawh https://t.co/fjySAhHMCJ",,IFTTT,False
juVelo,,,2021-09-05 14:54:13+00:00,11,72,164,False,2023-04-09 22:30:41+00:00,"RT @ceo_bsc: STAKING LIVE in 22 HOURS

Staking will go live in around 22 hours from now on the @BabyDogeCoin  Platform.

STAKE $CEO - EARN…",,Twitter for Android,False
Armando Oliveira - Braga,"Braga, Portugal",Discover Learning #Science. #Engineering of all Time. #Technology the other face of Human. The reticent World. Cogitamus - Citations by Author. #infographic,2019-02-07 13:54:56+00:00,4665,4917,18741,False,2023-04-09 22:19:57+00:00,RT @FutureOurWork: We need to start with business objectives to identify the most critical insights for evaluating our digital efforts. RT…,,Twitter Web App,False
David Clarke,"London, England","Who's Who in #CyberSecurity 2022 #infosec #DataProtection https://t.co/aUyNee0qHK #ISO27001 #SOC2 Join the⚡22,167 Members #GDPR https://t.co/a5ZaOdWEG6",2013-10-29 11:48:32+00:00,100994,92841,5831,False,2023-04-09 22:15:36+00:00,RT @1DavidClarke: 12 ways to get smarter – in one chart https://t.co/o8TVOzpapx RT @mikequindazzi via @wef #leadership #futureofwork #ceo #…,"['leadership', 'futureofwork', 'ceo']",SmarterQueue,False
David Salls,,Lil Red is a rapper out of Louisville Kentucky https://t.co/riIA8gP4Tb,2009-07-23 16:04:33+00:00,1302,897,1461,False,2023-04-09 22:15:34+00:00,RT @ceosalls: What would you do if you knew you couldn’t fail? …whatever you came up with go do it! #CEO https://t.co/eIAK0lzqSs,['CEO'],Twitter for iPhone,False
Jill Metcalfe,,Bilingual. Bicultural.,2022-05-12 00:30:19+00:00,3,10,20,False,2023-04-09 22:06:25+00:00,"RT @amsocmx: @amsocmx is pleased to announce @GlennHamer as Secretary our of Board of Directors.
Mr. Hamer is currently the President and #…",,Twitter for iPhone,False
