username,bio,profile_url,website,location,followers_count
anshgupta64,Co-founder & Chief Investment Officer @WintWealth   || @iitroorkee alum,https://twitter.com/anshgupta64,http://www.wintwealth.com/?utm_source=profile&utm_medium=twitter&utm_campaign=anshul,"Mumbai, India",22284
nandu79,"New Media Editor and business head@IndianExpress. Also, gadgets, photos and podcasts. Views are personal. indianexpress.com/audio/our-own-…",https://twitter.com/nandu79,http://indianexpress.com/profile/author/nandagopal-rajan/,India,19545
HoshII_1213,ただ描き続けるだけの妖夢推し // Profile & Header by BANKWI // editing&reposting my pic is not available without permission,https://twitter.com/HoshII_1213,https://www.pixiv.net/users/28422945,白玉楼,12405
Dark_Crowl,"🤍💙🤍 rus/eng
♉lvl 20🖤💜🤍Cupiosexual🔶ISFP
💼Storyboard/Compositing Artist for #HelluvaBoss 😈",https://twitter.com/Dark_Crowl,,"Batumi, Georgia",26930
MrsNickyClark,Created #SheCantBeAutistic & #ActingYourAgeCampaign ( 2018) & challenging the toxic disposability of middle aged women @ActingYourAge Podcast #DontCastHerOut,https://twitter.com/MrsNickyClark,http://www.mrsnickyclark.com/-5050from45.html,Outside looking in,25134
BadouJack,3 division world champion -Badou Jack Foundation -2008 Olympian,https://twitter.com/BadouJack,https://www.youtube.com/channel/UCG1do4K_Ai8qNnPNyx-ksTQ,"Dubai, United Arab Emirates",102347
Roymouni,A Jane Austen heroine in a Christopher Nolan world! (: Co founder @ultimategurus,https://twitter.com/Roymouni,http://www.ultimategurus.com/launch,"Mumbai, India",3197514
KhalidAlKhudair,CEO of @smcmena_ Board member @globalshapers @Wef @Davos. Founder of @Glowork. Proud Saudi and proud @chelseafc fan,https://twitter.com/KhalidAlKhudair,https://www.snapchat.com/add/khalidalkhudair,Saudi Arabia,38781
Adhikravi,"Writer & Director - Trisha illana Nayanthara, AAA, #Bagheera, #MarkAntony Actor-Nerkonda Paarvai, K13",https://twitter.com/Adhikravi,http://www.adhik.co.in,Chennai,38818
AyanPawanist_,"Janasainik || Photography 📸 Lover || Not Impressing to Anyone Here || Traveller || 

Article 19 ( 1 ) ( a ) My Tweets My Freedom of Speech and Expression 🇮🇳",https://twitter.com/AyanPawanist_,http://www.JanasenaParty.Org,"Vijayawada, India",26511
Iyankarthikeyan,"Editor-in-Chief, youturn.in IFCN signatories , Tedx Speaker, 40 under Forty awardee by Edex, Journalist, Documentary film maker",https://twitter.com/Iyankarthikeyan,,Chennai,94662
RuksharDhillon,"Actor | Powered by music, books and good food | Dog lover | Kindness above anything | Views are personal",https://twitter.com/RuksharDhillon,,India,80097
AnupamMittal,Founder@People Group Shaadi.com | D2C/Tech Investor & Shark | instagram.com/anupammittal.me |stories.app.goo.gl/opgF |linkedin.com/in/anupammitta…,https://twitter.com/AnupamMittal,https://people-group.com/,Mumbai,208505
aswathofficial,@SilambarasanTR_ Fan | Anchor/Television Host : @suntv | Video Jockey : @sunmusic | தமிழன் | 26 | Actor | Cinema,https://twitter.com/aswathofficial,http://www.instagram.com/aswath_official,"Chennai, India",11627
ovshake42,Head of Content @WisdenIndia | Co-author @SachinAzharCT | Cricket history person | SCSI Cricket Statistician 2019/20 | Ex @cricket_country | typo legend,https://twitter.com/ovshake42,https://www.amazon.in/Sachin-Azhar-Cape-Town-Partnership-ebook/dp/B08QFWDTWT/,India,46731
raizawilson,Actor,https://twitter.com/raizawilson,,"Chennai, India",544906
RestIsPolitics,Politics podcast with @campbellclaret + @RoryStewartUK | Listen 👉 linktr.ee/restispolitics | Contact 👉 restispolitics@gmail.com |,https://twitter.com/RestIsPolitics,https://linktr.ee/restispolitics,London/Jordan,147594
Fijian_Drua,"Official Twitter account of the Fijian Drua, @SuperRugby Pacific's newest team. Proudly representing Fiji in the world's toughest pro rugby comp. 🇫🇯⛵🏉",https://twitter.com/Fijian_Drua,https://linktr.ee/FIJIANDRUA,Fiji,10737
MrRathna,"Writer | Director - #MeyaadhaMaan #Aadai #GuluGulu

Dialogues - #Master #Vikram #Leo",https://twitter.com/MrRathna,http://instagram.com/mr.rathna?utm_source=qr,Chennai,254797
7screenstudio,Film Production and Distribution Company,https://twitter.com/7screenstudio,https://instagram.com/7_screenstudio?utm_medium=copy_link,India,467586
AsmaZehradr,"Medical Doctor,Assistant Professor.
President AIMWA
member AIMPLB
President Shariah Committee Hyderabad. President Muslim Women Development Society. Hyd",https://twitter.com/AsmaZehradr,,"Hyderabad, India",13679
swathishta,Actor | Offical Account,https://twitter.com/swathishta,https://instagram.com/swathishta_krishnan,chennai,34307
stephanlivera,#Bitcoin Podcaster | Work @Swanbitcoin | partner @bitcoinervc | contributor @bitcoinmagazine | $10 free BTC swan.com/livera,https://twitter.com/stephanlivera,https://stephanlivera.com/,"Dubai, UAE",145217
Trendulkar,"90s kid. Partner at Shorbox. Traveler. Himachali. Semi-retired. Sports, movies & music. Account NOT affiliated to S. Tendulkar. 📩 apoorv@shorbox.com",https://twitter.com/Trendulkar,https://www.instagram.com/trendulkar,"Mumbai, India",1290129
being_nobleman,"Looking to live a noble life? Follow me for tips on cultivating discipline, knowledge, and unique thinking. Improve yourself and make positive changes.",https://twitter.com/being_nobleman,,India,11894
seriousfunnyguy,"I couldn’t do great things, so I now do small things in a great way!| 🇮🇳India First| Hobby-chef| Golfer| Environment Activist | Skill Motivator| Humanitarian|",https://twitter.com/seriousfunnyguy,http://www.hai-india.org,India,135600
ICICIBank,"ICICI Bank welcomes you! Follow us for global news, offers, banking on twitter, campaigns & financial education. For service queries, tag @ICICIBank_Care",https://twitter.com/ICICIBank,http://icicibank.com,India,744515
BhuttoZulfikar,"Karachi based artist, part time curator, occassional writer and forever Indus River Dolphin activist. This is my only Twitter account. 🐬",https://twitter.com/BhuttoZulfikar,http://www.zulfikaralibhuttoart.org,,59852
TheRashamiDesai,"A girl full of dreams!!! Daughter, Lover, Actor. Long way to go!!!!",https://twitter.com/TheRashamiDesai,http://bit.ly/3hxlEt3,India,708317
asadowaisi,"President @aimim_national & Member of Parliament Lok Sabha (Hyderabad Constituency) Barrister-at-Law (Lincolns Inn), England",https://twitter.com/asadowaisi,,Hyderabad,2635100
abhilashthapli,"शरीर एक, आत्मा अनेक। 😉 RJ | Actor | Host (Not necessarily in that order)",https://twitter.com/abhilashthapli,https://www.instagram.com/abhilashthapliyal/?hl=en,"Mumbai, India",36235
MNageswarRaoIPS,"Former Director, CBI. “In a time of universal deceit, telling truth is revolutionary act”~Orwell. #EqualRightsForHindus & #RSS_Mukt_Bharat. Backup @MNR_IPS",https://twitter.com/MNageswarRaoIPS,http://equalrightsforhindus.com/,"Telangana, India",85765
Issaamro,"#Activist,#HRD, based in #Hebron, #Palestine, Recognized as Human Rights Defender by the #UN, #EuropeanUnion. Contributor @Jdforward, @Guardian,@thehill.🇵🇸",https://twitter.com/Issaamro,https://en.wikipedia.org/wiki/Issa_Amro,"Hebron, Palestine",34802
sujitnair90,"Co- Founder & Managing Editor HW News Network. Secular, Liberal and believes in Freedom of speech,expression,religion and ideas. Idolise Mahatma Gandhi.",https://twitter.com/sujitnair90,http://www.hwnews.in,Mumbai,18953
sohitmishra99,"Bureau Chief @ndtv Mumbai, Anchor. Views expressed are personal. विचार निजी, चैनल से उसका कोई लेना देना नहीं। सरदार भगत सिंह से प्रेरित।सत्यमेव जयते",https://twitter.com/sohitmishra99,,"Mumbai, India",167513
ambedkariteIND,"Campaigns against the Caste Discrimination, Atrocities, Slavery and Poverty that over 260M Dalits suffer due to Casteism. Our aim is to secure human rights.",https://twitter.com/ambedkariteIND,https://www.thedalitvoice.org,India,63932
Vaaniofficial,Actor.Embracing Life.,https://twitter.com/Vaaniofficial,,india,1297861
Chinmayi,A Voice. Strangled Songbird.  -  Founder- blue-elephant.co.in  Blue Elephant Translation Services  isleofskin.com bringing K-Beauty to India,https://twitter.com/Chinmayi,http://www.isleofskin.com,India,1058449
ashukla09,Bushman | Actor| Diorama Artist,https://twitter.com/ashukla09,https://youtube.com/channel/UC7X3R22FLT-BKCE1_5cERDg,Mumbai,138647
AditiShankarofl,Actor | Singer | Dancer | Model | Doctor | Never stop dreaming✨,https://twitter.com/AditiShankarofl,,"Chennai, India",152948
SamiFathi_,Founder of (at) Soon? ⚡️ Previously @MacRumors 🇸🇦❤️ Do you know more about what’s going on inside the tech world? Drop me a Signal +1 (408) 600 1192 🤐,https://twitter.com/SamiFathi_,,Kingdom of Saudi Arabia,28717
parvathy_saran,26 | YouTuber | Actor | Anchor @galattadotcom | Journalism Student | Survivor Tamil S1 🚩Madurai & Chennai 📍Madras Christian College 🎓 Tweets are personal 🤞,https://twitter.com/parvathy_saran,https://youtube.com/channel/UC14BAf3yCzcgfD88aF2yF0g,"Chennai, India",125292
Pamphlet_in,A New Age Digital Media | Youtube: youtube.com/@pamphlet_in | Facebook: facebook.com/Pamphlet.in,https://twitter.com/Pamphlet_in,https://thepamphlet.in/,India,18712
dhanushkraja,ASURAN/Actor,https://twitter.com/dhanushkraja,http://Facebook.com/dhanushkraja,chennai,11378333
AJANEESHB,"Music Director, Singer @ South Indian films",https://twitter.com/AJANEESHB,,Bengaluru,59818
aishasharma25,"Actor , Fitness, Skincare & Travel Enthusiast ✨",https://twitter.com/aishasharma25,https://instagram.com/aishasharma25?igshid=1nnm4ijiomrmf,Mumbai,221030
Helenkhosh,"Politician, Democracy and Human Rights Activist, Founder of Political Party Droa (@MovementDroa) 🇬🇪",https://twitter.com/Helenkhosh,https://www.facebook.com/EKhoshtaria/,Tbilisi,14817
Shahrcasm,"Chyamaila Deva, Retweet Karo Re Baba !! Social Media Strategist !! Content Creator !! Parody",https://twitter.com/Shahrcasm,https://Twitter.com/Shahrcasmarcive,India,64268
mari_nikuradze,"Reporter and photojournalist based in Tbilisi, Georgia. Co-founder and Executive Director at @OCMediaorg.",https://twitter.com/mari_nikuradze,http://oc-media.org,Tbilisi,14966
Prafull_mbachai,"Hold the vision, trust the process | Active Venture Investor | Believe in Karma & Dharma | Proud Indian | Founder @mbachaiwalaind |",https://twitter.com/Prafull_mbachai,http://www.mbachaiwala.com,India,291345
TrackTwood,Official handle of tracktollywood.com. Portal for comprehensive News and Box Office updates of Telugu cinema.Promotions contact: info@tracktollywood.com,https://twitter.com/TrackTwood,https://tracktollywood.com/,"Hyderabad, India",41585
iramsubramanian,Screenwriter | Director | Producer | Founder of Handloom Picture Company | Used to be “Voice Of Ram” | ramsubramanian.in |,https://twitter.com/iramsubramanian,,"Mumbai, India",34151
Nimmabhaskar22,"Former IPS & Commissioner of Police,        Bangalore, Improving Namma Karnataka, BJP, Cycling,Mentoring, Leadership, Empowerment CHANGE",https://twitter.com/Nimmabhaskar22,,"Bengaluru, India",227508
SasikumarDir,Director / Actor / Producer,https://twitter.com/SasikumarDir,https://m.facebook.com/sasikumardir/,Chennai,149294
LaxmanSivarama1,"Former Test cricketer, commentator, wonder of the world championship of cricket 1985. Test Cap 164.Bjp4india",https://twitter.com/LaxmanSivarama1,,"Chennai, India",18628
GulshanGroverGG,Actor across continents,https://twitter.com/GulshanGroverGG,,"Mumbai, India ",93821
archanakalpathi,Daughter/Sister/Wife/Mom/Movie Buff/ Cricket Fanatic/Amateur Chef/ Vijay Fan/CEO @agscinemas/ Creative Producer AGS Entertainment,https://twitter.com/archanakalpathi,http://www.agscinemas.com,Chennai,1181176
nameis_krishna,"Writer, Director - #Pathuthala | #Sillunuorukadhal | #Nedunchalai | #Hippi | Managed by Admin",https://twitter.com/nameis_krishna,,Chennai,10043
Sai_Pallavi92,"Doctor, Actor",https://twitter.com/Sai_Pallavi92,https://www.facebook.com/profile.php?id=100008229244576,"Coimbatore, India",2673809
AlboMP,"Prime Minister of Australia. Member for Grayndler. Authorised by Anthony Albanese, ALP, Canberra.",https://twitter.com/AlboMP,http://www.anthonyalbanese.com.au/,"Canberra, Australia",643018
iaasifsheikh,"Actor, Proud Father.",https://twitter.com/iaasifsheikh,https://www.instagram.com/iaasifsheikhofficial/,Mumbai,114188
LOLrakshak,"Stand-up comedian. My jokes bring all the politicians to the yard. 
Upcoming gigs:  linktr.ee/lolrakshak
Insta: @lolrakshak. Email: kajal.srinivasan@gmai",https://twitter.com/LOLrakshak,https://youtu.be/BZSBOlSgKpI,"Mumbai, India",51230
moonstar4u,"Actor, Animal lover, world traveller , environment conscious and Hindu . Not your kinda Liberal 😉",https://twitter.com/moonstar4u,https://youtu.be/yCR92BxFA_8,India,200876
BeingSalmanKhan,"Film actor, artist, painter, humanitarian",https://twitter.com/BeingSalmanKhan,,MUMBAI,44943962
rsinfotainment,The Film Production Company,https://twitter.com/rsinfotainment,,"Chennai,INDIA",24738
IAmSudhirMishra,"Film-maker, Writer. Director Hazaaron Khwaishein Aisi, Ye Saali Zindagi, Chameli, Dharavi etc.",https://twitter.com/IAmSudhirMishra,http://www.imdb.com/name/nm0592803/,"Mumbai, India",69127
firki07,Doctor/Engineer/Model/Actor/Lesbian This Account is only for my own entertainment purpose/ account handled by a female 💅 Raw,https://twitter.com/firki07,,India,47487
aapkadharam,Actor | Producer | Politician | Instagram- @aapkadharam,https://twitter.com/aapkadharam,http://www.vijaytafilms.com,"Mumbai, India",744816
sumona24,|ACTOR|  For work inquiry pls email reachsumona24@gmail.com,https://twitter.com/sumona24,http://www.instagram.com/sumonachakravarti,"Mumbai, India",1404593
viralbhayani77,"Content Creator 👍
Instagram instagram.com/viralbhayani/


youtube.com/c/ViralBhayani",https://twitter.com/viralbhayani77,,"Mumbai, India",96344
ShelarAshish,"President BJP Mumbai , Honorary Treasurer @BCCI , MLA Vandre West, Chief Whip, Bharatiya Janata Party, Maharashtra Assembly, Spl Invitee BJP National Executive",https://twitter.com/ShelarAshish,https://www.facebook.com/AdvocateAshishShelar/,Mumbai,313411
iamsunnydeol,MP for Gurdaspur | Actor | Director | Producer,https://twitter.com/iamsunnydeol,,"Mumbai, India",817176
ActorVijayFP,Fan Page of Thalapathy VIJAY - Actor @ Tamil Film Industry ( Kollywood ) | Old Name - #Mersal | Parody | #LEO 👑 - Oct 19 | Backup - @ActorVijayFP_,https://twitter.com/ActorVijayFP,https://twitter.com/VarisuFilmOff,"Chennai, India",451509
onlyprathamesh,Travel Blogger | Digital Marketing Consultant | Co-Founder: @ViratGang & @BoldBrigade | 📸 IG: instagram.com/onlyprathamesh | DM For Collaborations,https://twitter.com/onlyprathamesh,https://onlyprathamesh.com/,"Nashik, India",11349
yamigautam,Actor.,https://twitter.com/yamigautam,,,4637101
GauravPandhi,"Congressman ▪️ AICC Coordinator, office of Congress President Shri Mallikarjun @Kharge ▪️ Views & Opinions here are personal",https://twitter.com/GauravPandhi,http://t.me/GauravPandhi,India,196623
GetMohanThomas,"Construction industry, Wildlife and nature photographer. Nikon Creator",https://twitter.com/GetMohanThomas,http://mohanthomasphotography.com,Bangalore,12593
actormanojjoshi,Actor | book.manojjoshi@gmail.com,https://twitter.com/actormanojjoshi,https://www.facebook.com/actormanojjoshi/,Mumbai,274971
arbaazSkhan,Actor/Producer/Director,https://twitter.com/arbaazSkhan,,MUMBAI,1555926
cardio73,Prof and Head of Cardiology. Interventional cardiologist KMC Hospital Mangalore. Founder Cardiology at Doorsteps ( CAD). Winner of Prime minister PMBJK award,https://twitter.com/cardio73,http://www.cadfmangalore.com,"Mangalore, India",29345
renukash,"Mommy without a pause! At other times, a writer, director & actor :-)",https://twitter.com/renukash,https://en.wikipedia.org/wiki/Renuka_Shahane,"Mumbai, India",108624
falamb3,"Pilot, Singer-Songwriter, National Award winning Film Actor, VJ/host/TV anchor, Philanthropist, 1st Pakistani in history to circumnavigate the globe.",https://twitter.com/falamb3,http://www.missionparwaaz.com,"Dubai, Karachi",430920
navneetravirana,Member of Parliament Amravati Loksabha,https://twitter.com/navneetravirana,,"Amravati, India",95734
baraju_SuperHit,"South Indian Movies PRO,Associated With 1500+ Movies/CEO SuperHit Magazine & IndustryHit/Producer At RJ Cinemas(Vaisakham,Lovely etc)

Tweets By BA Raju's Team",https://twitter.com/baraju_SuperHit,http://www.industryhit.com,"Hyderabad, India",669554
uroojmumtazkhan,Former Captain Pakistan Women’s Cricket @therealpcb | Former Chief Selector Pakistan Women’s Cricket | Cricket Commentator | Consultant Dentist,https://twitter.com/uroojmumtazkhan,https://www.pcb.com.pk/player-detail.php?action=view_profile&player_id=21398&pg=1631&ipp=25&player_n,"Karachi, Pakistan",63041
ShivaNirvana,INDIAN FILM MAKER screenwriter and Director,https://twitter.com/ShivaNirvana,,"Hyderabad, India",39464
aditya_kondawar,"Partner, Vice President - Key Accounts @Compcircle

Tracks - IPOs, Pre-IPO/Unlisted, FMCG, Telecom 

I post threads on the above topics and many others!",https://twitter.com/aditya_kondawar,http://www.myfirstcrore.com,"Pune, India",93179
JonoH,"Broadcast & Telecoms VP in Abu Dhabi, UAE 🐪 🌴 🇦🇪 Expat fuelled by great coffee ☕️, exceptional beer & wine 🍺 🍷, music 🎧, conversation 🎙️& adventure 🏔️",https://twitter.com/JonoH,,,23110
DrAwab,"Dentist & Orthodontist by profession, politically a PTI supporter | TED Senior Fellow | World Dental Federation | more at about.me/DrAwab",https://twitter.com/DrAwab,http://teeth.pk,"Karachi, Pakistan",170284
SeemanOfficial,"செந்தமிழன் #சீமான், தலைமை ஒருங்கிணைப்பாளர், நாம் தமிழர் கட்சி | Senthamizhan Seeman | Chief Coordinator of @NaamTamilarOrg t.me/SeemanOfficial",https://twitter.com/SeemanOfficial,https://www.naamtamilar.org,"Tamil Nadu, India",640013
Amira_H_Sajwani,"Managing Director @damacofficial, Founder @Pryptocom, the only girl amongst 3 brothers and a mother of two beautiful girls!",https://twitter.com/Amira_H_Sajwani,https://www.damacproperties.com/en/,"Dubai, United Arab Emirates",39299
nikhilkamathcio,"Co-Founder, Zerodha | True Beacon | Gruhas",https://twitter.com/nikhilkamathcio,https://www.linkedin.com/in/nikhil-kamath-00621424,"Bengaluru, India",229676
mirnaliniravi,Engineer | IBMer | Actor,https://twitter.com/mirnaliniravi,,Bangalore,166916
Drake_Laedeke,"Oct 1 2000 เชียงใหม่ เรียนAct Arts GMM T.V. Actor Work: , JACK 0901973426 , GMMTVARTISTS@GMAIL.COM.                    ig drake_laedeke",https://twitter.com/Drake_Laedeke,,ประเทศไทย เชียงใหม่,773227
DrManikSaha2,"Chief Minister of Tripura. Former Member of Parliament(Rajya Sabha), Former President of Bharatiya Janata Party, Tripura Pradesh.",https://twitter.com/DrManikSaha2,,"Agartala, India",37608
BenedictGarrett,"Helping India to tell her story. Actor in Mumbai. 11 films (8 Hindi, 2 Tamil, 1 Marathi), 6 web series. 4 ad campaigns. Politics grad, ex-politics teacher.",https://twitter.com/BenedictGarrett,http://linkme.global/bendig,"Mumbai, India",24714
Arvindharmapuri,"Member of Parliament, Nizamabad, Telangana | Core Committee, BJP Videsh Vibhag | Ranji Cricketer | Entrepreneur | Philanthropist",https://twitter.com/Arvindharmapuri,http://dharmapuriarvind.com,"Nizamabad, India",184453
AqsaLeelaJamali,A Daughter • Sister • Tv Host • Tiktoker • Activist Facebook: facebook.com/AqsaLeelaJamali Instagram: instagram.com/Aqsa_Aziz_Jama…,https://twitter.com/AqsaLeelaJamali,http://tiktok.com/@aqsakinjharleelaj,"Karachi, Sindh, Pakistan ",176810
Insharamin,"Lead DevRel India🥑 @ShowwcaseHQ • Tweets: Web Dev, Personal Branding, JavaScript, Tech Tools, AI  and Creator Economy!

DM for Collaboration 📩",https://twitter.com/Insharamin,,India,79192
pareekhjain,"CEO EIIRTrend. EIIR (Engineering, IoT, Industry 4.0, R&D) Analyst.  
Alum:  IIM Bangalore, IIT Delhi.

600+ media quotes eiirtrend.com/static/news/",https://twitter.com/pareekhjain,http://www.EIIRTrend.com,"Bengaluru, India",37061
akanksha800,Actor | Movie buff | Travel junkie ❤️ For collaborations/promotion teamakankshapuri@gmail.com puriakanksha8000@gmail.com,https://twitter.com/akanksha800,,"Mumbai, India",105406
manobalam,Actor/Director/Producer,https://twitter.com/manobalam,https://en.wikipedia.org/wiki/Manobala,"Chennai, India",1596755
Wabbasi007,Journalist.. Head of News @WENewsPk Ex- @USAToday @thenews_intl @geonews_urdu #Fulbright/Humphrey fellow. @cheveningfco fellow.Tweets= personal,https://twitter.com/Wabbasi007,https://instagram.com/waseemabbasi008?igshid=1g1f2rpbamb2n,Islamabad,387420
AshikaRanganath,Actor ✨,https://twitter.com/AshikaRanganath,,,146504
TheVijayMallya,"Former two term Member of Parliament, Chairman of The UB Group,Sports enthusiast, Veteran Formula One Team Principal, Championing Youth empowerment.",https://twitter.com/TheVijayMallya,https://www.twitter.com/thevijaymallya,India,5755119
DPVEU_,Digital Entertainers| Partnered with more than 100 films in TFI|,https://twitter.com/DPVEU_,http://www.dpveu.com,"Hyderabad, India",38618
JahidHussain2,Educator & Youtuber 🇮🇳 || Founder @digitalJahid  Helping Businesses Scale their Brands || Business Agency || Courses and Services digitaljahidmedia.com,https://twitter.com/JahidHussain2,https://instagram.com/jahidhussainn?igshid=YmMyMTA2M2Y=,India,14388
shubhshaurya1,"Believes in Gandhian and Nehruvian ideology. National Coordinator SM Incharge MP @CongressSevadal ,
@CongressTask , @UWCforYouth",https://twitter.com/shubhshaurya1,,India,20714
PoonamBajwa555,Actor,https://twitter.com/PoonamBajwa555,https://instagram.com/poonambajwa555,"Chennai, India",14154
TrainerZama,"Founder English House Academy | Motivational Speaker | Personality Development Trainer - Appreciated by US Embassy, British High Commission & Embassy of the KSA",https://twitter.com/TrainerZama,http://www.englishhouseacademy.in,India,18628
adah_sharma,"Actor,can fly when no ones looking,,herbivore,possessed in 1920,can cause a HEARTATTACK,turned GARAM in a KSHANAM for COMMANDO
.......
instagram-  adah_ki_adah",https://twitter.com/adah_sharma,http://Instagram.com/adah_ki_adah,Mumbai,1847812
MercedesAMGF1,Home of the 8x Formula 1 World Champions. 🏆🖤,https://twitter.com/MercedesAMGF1,https://linktr.ee/mercedesamgf1,"Brackley, England",4643944
BashirAhmaad,"Husband • Father • Special Assistant on Digital Communications to President @MBuhari • Tweets are mine, unless otherwise stated and RT ≠ endorsement.",https://twitter.com/BashirAhmaad,https://linktr.ee/bashirahmaad,"📍Abuja, Nigeria",1540702
mishilicious,"Actor ] Host ] Singer ] Pet Lover ] Dreamer ] Humanitarian ] ♡♡♡ ☆☆☆
♥️Snapchat: khanmishi77
♥️Instagram:mishikhanofficial
♥️YouTube: mishikhanofficial",https://twitter.com/mishilicious,https://m.facebook.com/Mishi-Khan-Official-1645240459071559/,"Islamabad, Pakistan",46798
Gerashchenko_en,Ukrainian patriot. Advisor to the Minister of Internal Affairs of Ukraine. Founder of the Institute of the Future. Official enemy of Russian propaganda,https://twitter.com/Gerashchenko_en,,Ukraine,289172
dim0kq,"Founder of 🇺🇦 military charity fund @dzygaspaw. Former Software Engineer, Leader @lvivdotnet. I love my dog. Support charity on our website 👇 🫡",https://twitter.com/dim0kq,https://dzygaspaw.com/support,"Lviv, Ukraine",61656
1hakankapucu,"Every night, little Hakan put his head on a pillow, & he dreamed of a better world.
The Below Posts' Words Are My Creation.©
Send DM for Image Credit & Removal.",https://twitter.com/1hakankapucu,,Istanbul Turkey,13766
DrNaumanNiaz,| Sports Broadcast Journalist | Author| Collector| Official Historian of Pakistan Cricket|PhD (WA)| Post Doc (Oxford)|,https://twitter.com/DrNaumanNiaz,,"Islamabad, Pakistan",401496
zartajgulwazir,"🇵🇰 Former Minister of State for Climate Change, Govt of Pakistan | PTI ex-MNA, #NA191 DG Khan | Member, PTI Core Committee | Central Deputy Info Secretary",https://twitter.com/zartajgulwazir,,"Dera Ghazi Khan, Pakistan",3654362
AliAminKhanPTI,Former Federal Minister for Kashmir Affairs & Gilgit Baltistan | Former Minister for Revenue & Estate KP | #PTI MNA NA38- Dera Ismail Khan,https://twitter.com/AliAminKhanPTI,http://na.gov.pk/en/profile.php?uid=1281,"Islamabad, Pakistan",326808
BBhuttoZardari,"Chairman PPP. Foreign Minister of Pakistan 🇵🇰 . Join us & build a peaceful, prosperous and progressive #Pakistan.",https://twitter.com/BBhuttoZardari,http://www.ppp.org.pk,Pakistan,5065232
IsbUnited,MOST SUCCESSFUL @thepslt20 team. 2 Time Champions- ISLU #UnitedWeWin #DimaghSe. Shop: store.islamabadunited.com | Discord: discord.gg/TD4k38Rk5A,https://twitter.com/IsbUnited,http://www.IslamabadUnited.com,"Islamabad, Pakistan",1341543
MBielieskov,Research Fellow at National Institute for Strategic Studies under UA President/senior analyst at Come back alive; all ideas tabled here are my private position.,https://twitter.com/MBielieskov,https://niss.gov.ua/tags/mikola-beleskov,Київ,48182
aliktareen,"Businessman, Politician & Social Entrepreneur. Focused on bringing change to South Punjab. Women Cricket supporter. #GirlDad.",https://twitter.com/aliktareen,http://instagram.com/aslitareen,Pakistan,481917
SudhanshuTrived,"Member of Rajya Sabha (Upper House of Indian Parliament), National Spokesperson of Bharatiya Janata Party, B.J.P.( By education PhD in Mechanical Engineering )",https://twitter.com/SudhanshuTrived,,"New Delhi, India",1595468
DmytroKuleba,Minister of Foreign Affairs of Ukraine 🇺🇦 Міністр закордонних справ України,https://twitter.com/DmytroKuleba,https://uk.m.wikipedia.org/wiki/Кулеба_Дмитро_Іванович,Київ,1125469
AshwiniVaishnaw,"Minister for Railways, Communications, Electronics & Information Technology, Government of India | Former IAS | Alumnus @IITKanpur @Wharton |",https://twitter.com/AshwiniVaishnaw,,"New Delhi, India",1007613
GabbbarSingh,Founder @GingerMonkeyIN | Co-founder @JoinHoodApp (prev Zorro) | parody,https://twitter.com/GabbbarSingh,http://www.hood.live,"Gurgaon, India",1453136
officejjsmart,"10 lifetime ban from Russia for opposing Putin. Special Correspondent @KyivPost 🇺🇦 Джейсон Джей Смарт, PhD🇺🇸 I share what interests me. Press stuff: DM me.",https://twitter.com/officejjsmart,http://www.jasonjaysmart.com,"Kyiv, Ukraine",46019
sternenko,"🇺🇦постачальник бавовни | Ukrainian activist, vlogger, volunteer",https://twitter.com/sternenko,https://t.me/ssternenko,Україна,204345
DeepikaBhardwaj,Journalist | Documentary Filmmaker | Activist First Documentary released by @Netflix Featured in @BBCWorld @AsiaTimesOnline | Alumnus @thomfound Speaker @TEDx,https://twitter.com/DeepikaBhardwaj,http://www.indiassons.com,"Gurgaon, India",126310
CMShehbaz,Prime Minister of Islamic Republic of Pakistan,https://twitter.com/CMShehbaz,,"Islamabad, Pakistan",6595058
jammypants4,"Cinema Enthusiast & Digital Creator
You can find all my reviews & recommendations on the
Tried&Refused Productions Youtube Channel!",https://twitter.com/jammypants4,https://www.youtube.com/channel/UCgbzclo4Mfy_D68w_Bm_xHg,"New Delhi, india",49726
activistjyot,Nationalist🇮🇳/ Anti-Terrorism & Disaster Management Specialist (England) / Human Rights Activist / Social Commando,https://twitter.com/activistjyot,,New Delhi,49646
ShahidkhattakSk,"Member National Assembly 🇵🇰 NA34 Karak. Provincial President ISF Khyber Pakhtunkhwa, Member Central Executive Committee ISF/PTI Rts aren’t always endorsement!",https://twitter.com/ShahidkhattakSk,,Peshawar Pakistan,49721
Pansota1,"Lawyer | Analyst | Teacher | Columnist | Ex-Member BRC Lincoln’s Inn | EX-Chairman COC, PEMRA, Lahore| EX/Board Member PSB, PEF",https://twitter.com/Pansota1,https://www.geo.tv/writer/muhammad-ahmad-pansota,"Lahore, Pakistan",43660
oleksiireznikov,Minister of Defence of Ukraine,https://twitter.com/oleksiireznikov,https://www.mil.gov.ua,Kyiv,628871
rashtrapatibhvn,"Official Twitter account of Rashtrapati Bhavan and is run by the President’s Secretariat | Smt Droupadi Murmu, President of India.",https://twitter.com/rashtrapatibhvn,https://presidentofindia.nic.in/,"New Delhi, India",21550556
