Username,Bio,profile URL,Location,Websites
SenPatRoberts,senior senator from kansas. chairman of @senateaggop.,https://twitter.com/SenPatRoberts,"kansas, usa",
JeffFlake,"u.s. ambassador to türkiye. u.s. senator from arizona, ret",https://twitter.com/JeffFlake,"ankara, türkiye",https://t.co/ArzSdcx67h
SenJackReed,official twitter feed of rhode island’s u.s. senator jack reed. chairman of the senate armed services committee.,https://twitter.com/SenJackReed,"providence, rhode island",http://t.co/zRkAemKyYn
SenatorIsakson,"account for former united states senator johnny isakson, r-georgia: 2005-2019
u.s. house: 1999-2004

keep comments family friendly.",https://twitter.com/SenatorIsakson,georgia,
SenDuckworth,"official twitter account for u.s. senator tammy duckworth. for more information, visit",https://twitter.com/SenDuckworth,,https://t.co/xpVoZZWkQx
SenatorFischer,united states senator for nebraska,https://twitter.com/SenatorFischer,,https://t.co/RpXZdHnbXu
SenatorRounds,u.s. senator for south dakota,https://twitter.com/SenatorRounds,"fort pierre, south dakota",https://t.co/ZySWHkQ6rc
amyklobuchar,u.s. senator from minnesota.,https://twitter.com/amyklobuchar,,https://t.co/HT4HXWmgNH
SenSherrodBrown,chairman of @senatebanking. proud to serve ohio.,https://twitter.com/SenSherrodBrown,"cleveland, oh",https://t.co/hlGoMuMSMb
SenGillibrand,"mom to theo, henry and dog maple. wife to jonathan. u.s. senator for new york. not “very polite.” she/her.",https://twitter.com/SenGillibrand,new york,https://t.co/qccoyKkdDN
ChrisMurphyCT,u.s. senator from connecticut.,https://twitter.com/ChrisMurphyCT,,
SenMarkey,"senator for massachusetts. chair of clean air, climate & nuclear safety and primary health & retirement security subcommittees. fighting for a green new deal.",https://twitter.com/SenMarkey,massachusetts,https://t.co/6caagiJbLN
clairecmc,"former bunch of stuff including senator from missouri, currently @nbcnews and @msnbc analyst, professional grandmother.",https://twitter.com/clairecmc,missouri,https://t.co/gBqfgdc7VA
SenHydeSmith,office of u.s. senator cindy hyde-smith (r-miss.).,https://twitter.com/SenHydeSmith,brookhaven,https://t.co/cwhXwzYx2R
MartinHeinrich,"u.s. senator for nm | husband, dad, recovering engineer. constantly seeking climate action, a fair shot for all new mexicans, and the best elk adovada recipes.",https://twitter.com/MartinHeinrich,,https://t.co/97adkYcq3x
JimInhofe,former united states senator from the great state of oklahoma.,https://twitter.com/JimInhofe,oklahoma,https://t.co/MYAldcmbP1
SenatorWarnock,united states senator for georgia. pastor of ebenezer baptist church.,https://twitter.com/SenatorWarnock,georgia,https://t.co/HCE0qK1p6w
SenMikeLee,i am a united states senator from the great state of utah. please help me restore constitutional leadership to washington.,https://twitter.com/SenMikeLee,utah,http://t.co/WnT9wNOtNT
senrobportman,former united states senator from the buckeye state,https://twitter.com/senrobportman,ohio,https://t.co/KtpTxpOKbT
RandPaul,"u.s. senator for kentucky | i fight for the constitution, individual liberty and the freedoms that make this country great.",https://twitter.com/RandPaul,"bowling green, ky",https://t.co/DUHX2tAy71
EdMarkey,"u.s. senator fighting for the families and future of massachusetts. malden native, red sox fan, #netneutrality defender, co-author of the #greennewdeal (he/him)",https://twitter.com/EdMarkey,massachusetts,https://t.co/KCkWQiUguL
MarkWarner,"u.s. senator from virginia. 
chairman, senate intel committee.",https://twitter.com/MarkWarner,virginia,https://t.co/sIM9jRW0rP
brianschatz,united states senator from hawaii. dad. climate hawk. chair of the senate committee on indian affairs. chief deputy whip.,https://twitter.com/brianschatz,"üt: 19.72105,-155.087417",https://t.co/BmpLZcnsMN
SenBlumenthal,"official twitter account of u.s. senator richard blumenthal, proudly working for the people of connecticut.",https://twitter.com/SenBlumenthal,"connecticut, usa",http://t.co/MfF8W57FEu
SenWhitehouse,"u.s. senator from rhode island, the ocean state. chairman of @senatebudget.",https://twitter.com/SenWhitehouse,rhode island,https://t.co/wqs3EjKVI3
kyrstensinema,"us senator for arizona. also: teaching @asu, ultramarathoner, boston qualifier, and ironman.",https://twitter.com/kyrstensinema,phoenix,https://t.co/X4PE9gmbcW
CortezMasto,"senator from the great state of nevada. former attorney general.

third generation nevadan fighting for families, workers, and all nevadans.",https://twitter.com/CortezMasto,"las vegas, nevada",https://t.co/xqwEkbNEZx
SenShelby,the official twitter page for former u.s. senator richard shelby (r-ala.),https://twitter.com/SenShelby,"tuscaloosa, alabama",https://t.co/MxkZBilkJ1
SenJohnKennedy,official account of u.s. senator john kennedy of louisiana. facebook: https://t.co/9dkdyyniol…instagram: https://t.co/31vrg08p1s,https://twitter.com/SenJohnKennedy,louisiana,https://t.co/ZZnq2vhAXw
SenatorReid,former senator from the great state of nevada.,https://twitter.com/SenatorReid,"searchlight, nv",
ToddYoungIN,"us senator for indiana. a proud husband, father, naval academy graduate, and marine fighting for hoosier families. join my team: text todd to 41440.",https://twitter.com/ToddYoungIN,"indiana, usa",https://t.co/rHxmUkD9ss
RonWyden,u.s. senator from oregon. @senatefinance chairman. follow @wydenpress for updates from my staff. instagram: https://t.co/f6xmpunco8. he/him.,https://twitter.com/RonWyden,oregon,https://t.co/3GYKERMfcV
CoryBooker,"u.s. senator from new jersey. most tweets (and typos) are mine, some are my team’s. he/him.",https://twitter.com/CoryBooker,"newark, nj",https://t.co/fqpyg9EIqF
TinaSmithMN,"converse-wearing, donut-eating u.s. senator from minnesota. longtime fierce advocate for families and grandma. she/her",https://twitter.com/TinaSmithMN,"minnesota, usa",https://t.co/0EjtL2sJeQ
SenTomCotton,u.s. senator proudly serving the state of arkansas.,https://twitter.com/SenTomCotton,,http://t.co/gR93LLUqRV
SenAlexander,updates from former united states senator lamar alexander. 7th generation tennessean born and raised in maryville.,https://twitter.com/SenAlexander,"maryville, tn",https://t.co/ulMmmtxfiQ
_dinomelaye,"senator of the federal republic of nigeria,  former member house of reps, founder -anti corruption network, democratic evangelist and private investigator",https://twitter.com/_dinomelaye,abuja,https://t.co/6Pk3jxP1p6
SenJohnBarrasso,"u.s. senator for the great state of wyoming, @senategop chairman, and ranking member of @energygop. https://t.co/bmw3qwlxru",https://twitter.com/SenJohnBarrasso,,https://t.co/JPaPsrl8zy
tammybaldwin,u.s. senator from wisconsin,https://twitter.com/tammybaldwin,wisconsin,https://t.co/JZBYrFfZ8F
jontester,seven-fingered dirt farmer & senator for the great state of montana. campaign account. 🤙,https://twitter.com/jontester,"big sandy, montana",https://t.co/rMhbm2m5tq
johnthune,united states senator from south dakota,https://twitter.com/johnthune,"south dakota, usa",https://t.co/3zlw0x303y
DougJones,louise's husband. father of three. granddad of two. former u.s. senator for alabama. counsel at arentfox schiff. dog person. author of ”bending toward justice.”,https://twitter.com/DougJones,"birmingham, alabama",https://t.co/BEW3JLVgap
SaniaNishtar,"senator, former special assistant of the prime minister on poverty alleviation, former federal minister, pakistan. founder of @ehsaas_pk. global health advocate",https://twitter.com/SaniaNishtar,pakistan,https://t.co/PT5G1OdF4s
SenatorWong,leader of the government in the senate. australian minister for foreign affairs. senator for south australia.,https://twitter.com/SenatorWong,"adelaide, south australia",https://t.co/aUKy9b15PI
lisamurkowski,official twitter account for u.s. senator lisa murkowski. follow me for news and updates on what's happening in the senate and across alaska.,https://twitter.com/lisamurkowski,"alaska & washington, d.c.",https://t.co/DH6ttnIg7G
stabenow,senator stabenow proudly represents the great state of michigan in the u.s. senate.,https://twitter.com/stabenow,,https://t.co/ABucRwPAyB
ThomTillis,husband to susan. father to lindsay and ryan. papa to sawyer and willow rae. senator to north carolina.,https://twitter.com/ThomTillis,"huntersville, north carolina",https://t.co/hLVMZtXMck
SenJoniErnst,"mother and combat veteran, fighting for a more accountable and less wasteful washington 🇺🇸 u.s. senator serving the people of iowa. 🌾🐖",https://twitter.com/SenJoniErnst,iowa,https://t.co/UA6Z1fSPGh
LindseyGrahamSC,the official twitter feed for united states senator lindsey graham.,https://twitter.com/LindseyGrahamSC,south carolina,https://t.co/bM2rOxm6ub
SenatorRomney,united states senator from the great state of utah.,https://twitter.com/SenatorRomney,"salt lake city, ut",https://t.co/YOsqPJZhH5
sendavidperdue,official twitter account for u.s. senator david perdue of georgia.,https://twitter.com/sendavidperdue,georgia,https://t.co/I3Xla8NlsK
SenLummis,"u.s. senator from wyoming/space junk lady

lummis rhymes with hummus",https://twitter.com/SenLummis,wyoming and washington d.c.,https://t.co/vVSh2PTWTH
SenMarkKelly,"united states senator for arizona. father, husband, navy combat veteran, and retired nasa astronaut.",https://twitter.com/SenMarkKelly,"arizona, usa",https://t.co/7BcT74BVAN
SenAlexPadilla,u.s. senator for california. devoted husband and proud dad. dodgers diehard. enginerd.,https://twitter.com/SenAlexPadilla,california,https://t.co/NHF1y5wLML
SenDanSullivan,official twitter account for u.s. senator dan sullivan.  proudly serving the state of alaska.,https://twitter.com/SenDanSullivan,,http://t.co/9uIoLCChCm
JeffMerkley,husband. dad. garage tinkerer. thorn in the side of the privileged and powerful. u.s. senator from oregon. official campaign account. fighting for you. he/him.,https://twitter.com/JeffMerkley,,https://t.co/RWj052cXa3
PatToomey,official campaign account of republican u.s. senator pat toomey,https://twitter.com/PatToomey,"allentown, pa",https://t.co/oOtvMz0UuP
SenatorLujan,united states senator for new mexico,https://twitter.com/SenatorLujan,,https://t.co/XrDWdFiStS
jameslankford,"united states senator from oklahoma, husband to cindy, father to hannah and jordan. faithful. conservative. leader.",https://twitter.com/jameslankford,"oklahoma city, ok ",https://t.co/dVkHUnndhY
SenCarlLevin,former u.s. senator from michigan; distinguished legislator in residence and chair of the @levin_center at wayne state university law school,https://twitter.com/SenCarlLevin,,https://t.co/s0UKPlxZB2
chuckschumer,"campaign account for senator chuck schumer, d-ny fighting hard for the middle class - father, husband, giants & yankees fan",https://twitter.com/chuckschumer,,https://t.co/9hWoqk6ehw
OvieOmoAgege,"official account of distinguished senator ovie omo-agege, deputy president of the senate, federal republic of nigeria (representing delta central sen district)",https://twitter.com/OvieOmoAgege,"abuja, nigeria. ",https://t.co/SsYwRhaO5X
bradhoylman,nys senator 🏳️‍🌈 dad; husband. non-gov't account. government account: @senatorhoylman,https://twitter.com/bradhoylman,nyc,https://t.co/LCEuTEIX8M
DickDurbin,u.s. senator for illinois,https://twitter.com/DickDurbin,,https://t.co/yAg2NK5KpU
HassanOmarH,"aspirant for governor of mombasa 2022, rights activist & former senator of mombasa county",https://twitter.com/HassanOmarH,"mombasa, kenya",
Senator_Baloch,"member #balochistan assembly, former senator & member national assembly pakistan. senior constitutional adviser (undp). balochistan national party",https://twitter.com/Senator_Baloch,"balochistan, pakistan",https://t.co/6zyZru3hvC
SenatorCash,"deputy leader of the opposition in the senate
senator for western australia

authorised by senator michaelia cash, liberal party, perth",https://twitter.com/SenatorCash,perth and canberra,https://t.co/W8gxl054FR
SenatorBinay,official public twitter account of senator nancy binay,https://twitter.com/SenatorBinay,,https://t.co/BGMQW0cuVN
BobMenendezNJ,"official campaign account of senator bob menendez. tweets are from #teammenendez unless signed with ""-bob""",https://twitter.com/BobMenendezNJ,"new jersey, usa",https://t.co/3GCJETcesT
SalazarSenate,"ny state senator representing neighborhoods in brooklyn & queens | chair of crime victims, crime & correction committee | tweets by staff 🌹",https://twitter.com/SalazarSenate,"bushwick, brooklyn",https://t.co/538OnsfnaI
SenatorBraun,main street businessman & hoosier u.s. senator for indiana,https://twitter.com/SenatorBraun,"jasper, in",https://t.co/ChBgzUcPIG
PeterWelch,united states senator proudly serving vermont. ⛰️ husband to margaret. hiking when i can. he/him.,https://twitter.com/PeterWelch,"vermont and washington, dc",https://t.co/dQjoilwT5e
LizKrueger,"new york state senator for manhattan's midtown and east side communities. chair, senate finance committee. join our mailing list at https://t.co/kaoqrpil5e.",https://twitter.com/LizKrueger,"new york, new york",https://t.co/9MeRAq8Nmr
ChrisCoonsforDE,u.s. senator from delaware. former new castle county exec & in-house counsel for a manufacturing company. husband & father of 3. (he/him/his) *campaign account*,https://twitter.com/ChrisCoonsforDE,"delaware, usa",https://t.co/tdVn0orOx3
JeanneShaheen,u.s. senator from new hampshire. this is the twitter account of shaheen for senate.,https://twitter.com/JeanneShaheen,new hampshire,https://t.co/v76cssXTop
NebraskaMegan,"state senator in omaha's district 8, creative entrepreneur, mom. vice chair of urban affairs. bi queen. she/her.",https://twitter.com/NebraskaMegan,"omaha, ne",https://t.co/9XNRiwaZRP
SenMastriano,spent 30 years in the u.s army and veteran of desert storm and afghanistan. senator for pa's 33rd senate district. follows are not endorsements.,https://twitter.com/SenMastriano,"fayetteville, pa",https://t.co/rDoddLTPFW
SenTedBuddNC,official account for north carolina u.s. senator ted budd. instagram: sentedbudd,https://twitter.com/SenTedBuddNC,"davie county, north carolina",https://t.co/zIqmNO2lll
SenHawleyPress,tweets from the office of u.s. senator josh hawley,https://twitter.com/SenHawleyPress,missouri,https://t.co/JgRlDw1dlf
SenatorHagerty,husband | father of four | businessman | community volunteer | conservative republican | u.s. senator | former u.s. ambassador to japan | proud tennessean,https://twitter.com/SenatorHagerty,"nashville, tn",https://t.co/iYfulYs34q
ShehuSani,human rights activist | author | panafricanist | a dedicated fighter for freedom and justice|instagram shehu.sani,https://twitter.com/ShehuSani,nigeria,https://t.co/jWsRTtimjs
TomCottonAR,"u.s. senator for arkansas. for official updates, see @sentomcotton. rltw.",https://twitter.com/TomCottonAR,"dardanelle, ar",https://t.co/46xELWPgQF
SenatorBiaggi,state senator representing new york’s 34th district | chair of ethics & internal governance committee | she/her | personal tweets: @biaggi4ny,https://twitter.com/SenatorBiaggi,bronx & westchester,https://t.co/NXS6hDvGUt
SenLynnRuane,independent senator - seanad éireann • mother • author • writer • creator and host @onthemarginspod,https://twitter.com/SenLynnRuane,"dublin city, ireland",https://t.co/P6Tpq4ULi6
SenatorHughes,"pa senator representing the 7th district, encompassing portions of phila. & montgomery county. sen. dem. appropriations chairman. this is my personal account.",https://twitter.com/SenatorHughes,"philadelphia, pa",https://t.co/YECfEQ37kO
SaeedGhani1,"minister labour & human resources sindh. president ppp karachi. bhuttoist, strong believer of democracy. worker of ppp, trade union/human rights activist.",https://twitter.com/SaeedGhani1,"karachi, pakistan",https://t.co/68dKawMulm
RolandForTexas,"texas state senator for district 19. attorney, business owner and loving father.",https://twitter.com/RolandForTexas,"san antonio, tx",https://t.co/DM5cTKieGr
NiallSF,sinn féin’s seanad leader | senator | former mayor of belfast | working for irish unity | dog walker | coffee drinker | labhair gaeilge liom | an trá ghearr,https://twitter.com/NiallSF,belfast & sometimes dublin,https://t.co/J9fdFC6ZJx
senatormelendez,"ca senator 28th district (ret.) usnavy veteran, mom of 5, small biz owner, wife and mom to sailors, gspc president https://t.co/chkuy32xb9 #caleg",https://twitter.com/senatormelendez,"lake elsinore, ca",https://t.co/0mAPBZ2fu4
Briggs,cbf world champion x ceo of corporate blaks: briggs mcmahon,https://twitter.com/Briggs,between homeless & hollywood,https://t.co/qLXxsuundk
SenatorThorpe,"senator for victoria 🌱 
gunnai • gunditjmara • djab wurrung✊🏾 

authorised by l thorpe, parliament house, canberra",https://twitter.com/SenatorThorpe,,
GvnMandago,this is the official page of the 1st governor and current senator of uasin gishu county.,https://twitter.com/GvnMandago,uasin gishu kenya,https://t.co/vS9Nk7osYg
ScottforFlorida,"senator from florida, grandpa, father, husband, 45th governor of florida, navy vet, businessman. #letsgettowork",https://twitter.com/ScottforFlorida,florida,https://t.co/GAbFftNhle
afnanullahkh,"senator #pmln | chairman, culture committe,senate | doctorate it (oxford,york) & msc (ucl) | islam & democracy | book author 'pakistan: the way forward' | mns❤️",https://twitter.com/afnanullahkh,pakistan,https://t.co/x6IuaND8Ny
ratnaomi,"independent senator for ontario @senateca 🇨🇦 and proud resident of toronto. interested in ideas, evidence & analysis on migration, diversity & philanthropy.",https://twitter.com/ratnaomi,toronto,https://t.co/khnb7REle7
SenatorSalma,canadian senator of pakistani pashtun origin from toronto. chair of senate human rights committee. retweets ≠ endorsements. account managed by me & staff,https://twitter.com/SenatorSalma,canada,https://t.co/L1AaDdgMMV
ssurovell,dad ● husband ● senator ● vice-chair dem senate caucus ● trial lawyer ● 46er (#10312) ● x-country cyclist ● kilimanjaro vet ● jedi - wields purple lightsaber,https://twitter.com/ssurovell,"mt. vernon, virginia",https://t.co/xt4i07Nz4i
StanKutcher,senator from nova scotia. committed to improving mental health/health outcomes and the use of best available scientific evidence to guide decision making.,https://twitter.com/StanKutcher,"halifax, nova scotia, canada",https://t.co/UbV79IdVd1
SenRandPaul,"i fight for kentucky, individual rights, and the constitution | this is an official government account for senator rand paul.",https://twitter.com/SenRandPaul,"bowling green, ky",https://t.co/urt7g4ZlNs
realRochas,"former governor of imo state, senator representing imo west, & president of rochas foundation; providing free education for african children.",https://twitter.com/realRochas,"owerri, nigeria",https://t.co/wZQEDGYAyl
SenatorHousakos,"senator from quebec. former speaker, senate of canada. // sénateur du québec. ancien président, sénat du canada",https://twitter.com/SenatorHousakos,,https://t.co/Vs44ZTEwXf
SenatorDodson,"labor senator for wa. special envoy for reconciliation and implementation of the uluṟu statement. authorised by p. dodson, broome.",https://twitter.com/SenatorDodson,"broome, western australia",
SenUcheEkwunife,"senator of the federal republic of @nigeria; representing #anambracentral senatorial district.
committed to accountability, transparency & upholds integrity...",https://twitter.com/SenUcheEkwunife,nigeria 🇳🇬 ,https://t.co/uqKgWBXKuw
RubinakhalidPPP,"senator ppp kp,supporting bilawal bhutto zardari for a peaceful prosperous and progressive pakistan",https://twitter.com/RubinakhalidPPP,pakistan,https://t.co/SjvPMcQhZM
DavidPerdueGA,former u.s. senator for georgia.,https://twitter.com/DavidPerdueGA,"georgia, usa",
g,"dad, husband, and state senator for fayetteville. senate minority leader for the 94th general assembly.",https://twitter.com/g,"fayetteville, arkansas",https://t.co/b4ZcrHaVfK
dattibabaahmed,"former house of reps, former senator, educationist and businessman. official account of the vp candidate for @nglabour. (https://t.co/sxtiqrpqhb)",https://twitter.com/dattibabaahmed,"abuja, nigeria",https://t.co/HezdtWTz5Q
SenatorJordon,"senator for wa & proud #green (he/him)

authorised by j. steele-john, australian greens, aph, canberra.",https://twitter.com/SenatorJordon,"western australia, australia",https://t.co/jSi56KPIH0
SenSHenderson,"shadow minister for education, liberal senator for victoria. authorised by s.henderson, liberal party, geelong.",https://twitter.com/SenSHenderson,"victoria, australia",https://t.co/bNvLkHHnJb
MikeLeeforUtah,united states senator for the great state of utah- official campaign account.,https://twitter.com/MikeLeeforUtah,utah,https://t.co/aYJOdVZpwU
SenVancePress,from the press office of u.s. senator jd vance (r-oh),https://twitter.com/SenVancePress,ohio,https://t.co/vXsmUxHFnQ
ProfOjiendaTom,"senator kisumu county 2022-2027, senior counsel (sc). past president law society of kenya & east africa law society. professor of law, moi university.",https://twitter.com/ProfOjiendaTom,"nairobi, kenya",https://t.co/KjMIpL5RUx
KarungoThangwa,"the 2nd senator of the great county of kiambu.
#ikau",https://twitter.com/KarungoThangwa,kiambu county,
stellaoduah,"igbo, mother, and senator representing anambra north.",https://twitter.com/stellaoduah,ogbaru & abuja,https://t.co/RzPGpnyVpk
jennymcallister,"assistant minister for climate change and energy. all tweets authorised by senator jenny mcallister, alp, canberra.",https://twitter.com/jennymcallister,"sydney, nsw",https://t.co/8VtKq5VB5v
SenItaEnang,"senator ita enang,ofr is a legislative consultant and legal practitioner; emeritus ssa to the @ngrpresident on nass & niger delta affairs | pt - sie",https://twitter.com/SenItaEnang,aso presidential villa,https://t.co/NihiT7qF2C
TonyVargas,"dad to ava and luca. husband to lauren. state senator for downtown + s omaha. science teacher turned public servant, now running to represent you in congress.",https://twitter.com/TonyVargas,"omaha, ne",https://t.co/F5jO90scl3
SenatorFlowers,"state senator from pine bluff, arkansas. mom; lawyer.",https://twitter.com/SenatorFlowers,"pine bluff, arkansas",
michaelrulli,"ohio senator representing the mahoning valley. fighting for election integrity, the second amendment, the unborn, and the american worker!",https://twitter.com/michaelrulli,"youngstown, oh",https://t.co/FFJdOLVlGm
Dr_IfeanyiUbah,"official twitter account of senator (dr.) ifeanyi ubah | md, capital oil & gas | publisher, @authorityngr | president, @fcifeanyiubah",https://twitter.com/Dr_IfeanyiUbah,"anambra state, nigeria",https://t.co/Z466v19E76
SeemiEzdi,|| pti senator || chairperson senate standing committee on climate change || ex-general secretary pti central women wing pakistan || retweets not endorsements,https://twitter.com/SeemiEzdi,"islamabad, pakistan",https://t.co/GEivPIafhZ
DrSRJ_,"senator representing osun central (apc). spokesperson of the nigeria senate. chairman, senate committee on media and public affairs.",https://twitter.com/DrSRJ_,osogbo,https://t.co/o09QFFYBsk
drgigiosler,"senator for manitoba 🇨🇦, ent surgeon, wife, mother, she/her. tweets & rts my own",https://twitter.com/drgigiosler,,https://t.co/Zj7rp17BzX
SenPaulStrauss,united states senator representing the district of columbia (shadow) advocate for #dcstatehood e-mail: senator@dc.gov clubhouse/ig: @senpaulstrauss,https://twitter.com/SenPaulStrauss,"washington, d.c.",
SenToniAtkins,"account of the ca senate president pro tem, representing district 39: san diego, coronado, del mar & solana beach. comment policy: https://t.co/ticpmdianw",https://twitter.com/SenToniAtkins,,https://t.co/bqr0os0Vs3
SeanAMcCann,"state senator serving most of kalamazoo county and antwerp township, sd 19. former state rep. & kalamazoo city commissioner. husband, father of two, wmu grad.",https://twitter.com/SeanAMcCann,"kalamazoo, mi",https://t.co/6ObGOp5KZH
KahudaBabar,"senator, chairman standing committee information technology & telecommunication.",https://twitter.com/KahudaBabar,"gwadar, pakistan",https://t.co/Slrhx7UQaY
SenatorRennick,lnp senator for queensland,https://twitter.com/SenatorRennick,queensland,
mdgoje1,"official twitter account of alh. danjuma goje, former minister of state for power & steel, former governor of gombe state & senator representing gombe central.",https://twitter.com/mdgoje1,"abuja, nigeria",https://t.co/qutgWIpH7R
SenatorMcDowell,independent senator for @nuimerrionsq & senior counsel. adjunct professor of law @ucdlawschool. member of oireachtas justice and european affairs committees,https://twitter.com/SenatorMcDowell,"dublin city, ireland",https://t.co/WPSchlXKxP
JohnKennedyLA,u.s. senator for louisiana,https://twitter.com/JohnKennedyLA,"baton rouge, louisiana",https://t.co/7oLGucN7ar
SeharKamran,member senate pakistan 2012-2018 #ppp / member senate policy research forum 2018-21/ patron in chief @cpgs_org / coordinator @smarc_ppp /analyst @startvpak,https://twitter.com/SeharKamran,"islamabad, pakistan",https://t.co/bpHc7fsd9J
JeremyAllenMoss,"mi senate president pro tem, @misendems district 7 | former @mihousedems rep & @southfield_gov councilman | aspiring @mspattipatti background singer",https://twitter.com/JeremyAllenMoss,"southfield, mi",https://t.co/wpoRxghQFd
grantrobertson1,"labour mp for wellington central, minister of finance, infrastructure, sport+recreation. authorised by rob salmond 187 featherston st, wellington",https://twitter.com/grantrobertson1,new zealand,https://t.co/bJyIaaOkHr
MarieRimmer,member of parliament for st helens south and whiston. labour & saints. if you are a constituent please email me at marie.rimmer.mp@parliament.uk,https://twitter.com/MarieRimmer,st helens south and whiston,https://t.co/bdUsJiwbAn
MhairiBlack,mp for paisley & renfrewshire south. constituents can get in touch at https://t.co/g4fysiyqyr. rts and favourites are not always endorsements. she/her,https://twitter.com/MhairiBlack,paisley & renfrewshire south,https://t.co/fhmKsBzhfY
Geoffrey_Cox,"conservative mp for torridge and west devon. for reply, email tellgeoffrey@geoffreycox.co.uk",https://twitter.com/Geoffrey_Cox,torridge & west devon,https://t.co/5FNv8an5A7
RupaHuq,labour mp for ealing central and acton https://t.co/m69xq0xqws nb if you want a reply best to email all details to rupa.huq.mp@parliament.uk,https://twitter.com/RupaHuq,"ealing, london w5",https://t.co/e3EeE4Fsrg
DrMNPandeyMP,"मंत्री, भारी उद्योग मंत्रालय, भारत सरकार, minister for heavy industries, govt. of india. सांसद - लोकसभा चन्दौली, mp - lok sabha chandauli.",https://twitter.com/DrMNPandeyMP,chandauli,https://t.co/T7LMsm1FSn
ManojTiwariMP,politician. 2nd term mp loksabha -delhi north-east •president-delhi bjp (2016-2020) actor-singer-music director television presenter,https://twitter.com/ManojTiwariMP,"delhi, india",https://t.co/yRb20MyAUU
jessphillips,"labour mp for birmingham yardley

instagram - @jessphillipsmp",https://twitter.com/jessphillips,"birmingham, england",
NadiaWhittomeMP,proud to represent my home city as the labour mp for nottingham east • uk’s youngest mp • @commonsluhc member • she/her 🏳️‍🌈,https://twitter.com/NadiaWhittomeMP,nottingham,https://t.co/YX8xThcA1T
YvetteCooperMP,"labour mp for normanton, pontefract, castleford & knottingley. for constituency casework pls contact coopery@parliament.uk",https://twitter.com/YvetteCooperMP,"castleford, west yorkshire",https://t.co/cqqbeT4lzr
grantshapps,mp for welwyn hatfield & secretary of state for the department for energy security & net zero @energygovuk,https://twitter.com/grantshapps,"welwyn hatfield, hertfordshire",https://t.co/sTUktEMubf
johnmcdonnellMP,labour mp for hayes and harlington and former shadow chancellor. join the labour party here: https://t.co/vbwxb5fqmm,https://twitter.com/johnmcdonnellMP,hayes and harlington,https://t.co/uIjU1j8hYy
Andrew4Pendle,"rt hon andrew stephenson cbe mp. mp for pendle. live in colne, offices in nelson & barnoldswick. for response email andrew.stephenson.mp@parliament.uk",https://twitter.com/Andrew4Pendle,01282 614748,
DawnButlerBrent,"mp for brent central ✉ dawn.butler.mp@parliament.uk -
first elected black female government minister in the uk
- vogue's top 25 women shaping 2020
she/her",https://twitter.com/DawnButlerBrent,brent,https://t.co/tNQ7S4Hmkb
zarahsultana,proud to be the labour mp for coventry south | co-chair of the socialist campaign group of mps | co-founder @eiecampaign | coventrysouth@parliament.uk | she/her,https://twitter.com/zarahsultana,"west midlands, england",https://t.co/mjrZTykkin
SSAhluwaliaMP,"a member of the bharatiya janata party, lok sabha mp from bardhaman-durgapur . serving the nation as a parliamentarian for the 30th year.",https://twitter.com/SSAhluwaliaMP,india,
wesstreeting,labour mp for ilford north. shadow health & social care secretary. rts ≠ endorsements. for casework e-mail: wes@redbridgelabour.org.uk. 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿,https://twitter.com/wesstreeting,"ilford, essex",https://t.co/ppeSdEH91K
Tobias_Ellwood,"conservative mp for bournemouth east, chair of the house of commons defence select committee",https://twitter.com/Tobias_Ellwood,bournemouth east,https://t.co/GkZMisb3C0
SteveBakerHW,"minister of state for northern ireland, conservative mp for wycombe",https://twitter.com/SteveBakerHW,"wycombe, uk",https://t.co/hgYrEXJTc8
NadineDorries,recovering secretary of state. sunday times bestseller. mp for mid beds. talk tv - friday night with nadine 8pm.,https://twitter.com/NadineDorries,,
RachelReevesMP,shadow chancellor of the exchequer and labour mp for leeds west. author: women of westminster (2019) t: 0113 255 2311 e: rachel.reeves.mp@parliament.uk,https://twitter.com/RachelReevesMP,leeds,https://t.co/9I0kJhNETw
BWallaceMP,uk secretary of state for defence & mp for wyre and preston north.,https://twitter.com/BWallaceMP,wyre & preston,
GregClarkMP,"mp for tunbridge wells. chair, house of commons science & technology select committee. i don’t reply on twitter - email via website below:",https://twitter.com/GregClarkMP,,https://t.co/NcHjPTD6xg
zalisteggall,"independent mp for warringah, working mum, olympian and former barrister, authorised by zali steggall oam mp, level 2, 17-19 sydney rd, manly",https://twitter.com/zalisteggall,"manly, sydney",https://t.co/B4RoJAvIev
HarshadeSilvaMP,father. husband. #srilanka citizen. mp for colombo and chair com on public finance. founder #1990suwaseriya. eisenhower global fellow. https://t.co/apt1mkqq06,https://twitter.com/HarshadeSilvaMP,"colombo, sri lanka",
TanDhesi,"@uklabour mp for #slough. shadow rail minister. for casework/queries, please email tan.dhesi.mp@parliament.uk or call 01753 518161",https://twitter.com/TanDhesi,,https://t.co/uvzN0LZDWk
labourlewis,labour mp for norwich south: “the ultimate hidden truth of the world is that it is something we make and could just as easily make differently” david graeber,https://twitter.com/labourlewis,"babylon 5, brown sector ",https://t.co/DN40dgfEnB
